dataset,video_id,conversation_id,level,level_label,episode_id,turn_order,speaker_role,innovation_magnitude,directional_innovation_magnitude,directional_innovation_fraction,directional_persistence,within_episode_sdi
wired,talia,wired_Talia_13,1,teenager,0,15,partner,1.238946665287767,1.1843568649255265,0.9559385388470156,0.40038851142018195,0.47420288213780504
wired,talia,wired_Talia_13,1,teenager,0,16,expert,1.0542281178539965,1.0043814861686302,0.952717413961802,0.47220966300377,0.47427864311091456
wired,talia,wired_Talia_13,1,teenager,0,17,partner,1.1322050014026284,1.0533264721172362,0.9303319370709331,0.3526934565599362,0.3715013543371113
wired,talia,wired_Talia_13,1,teenager,0,18,expert,1.0389793437326393,0.9414230460997691,0.9061037178243646,0.4633880386265746,0.43624417885002736
wired,talia,wired_Talia_13,1,teenager,0,19,partner,1.119862924489587,1.0654839747682414,0.9514414232910853,0.3514894912109915,0.37450642018475405
wired,talia,wired_Talia_13,1,teenager,0,20,expert,1.1313978981923516,1.0691274540177735,0.9449614991551484,0.6624424771267664,0.708235439003767
wired,talia,wired_Talia_13,1,teenager,0,21,partner,1.2009391256985693,1.1931352305418927,0.9935018395265199,0.4372044431871594,0.5216440241160513
wired,talia,wired_Talia_13,1,teenager,0,22,expert,1.1415009065914283,1.0914253422790305,0.9561318225643098,0.46721519099903625,0.5099304997540858
wired,talia,wired_Talia_13,1,teenager,0,23,partner,1.042926851571664,0.8591278032529313,0.8237661174006823,0.4328558437812078,0.371878490192943
wired,talia,wired_Talia_13,1,teenager,0,24,expert,1.0906988616058104,0.9774036607755927,0.8961260483353655,0.5556734475132238,0.5431172617952191
wired,talia,wired_Talia_13,1,teenager,0,25,partner,1.0112242872975972,0.9218468262841446,0.911614602084749,0.3991040863297572,0.3679128353401199
wired,talia,wired_Talia_13,1,teenager,0,26,expert,1.111616044957489,0.9917973167945171,0.8922121278229244,0.6034759444958677,0.5985258225010386
wired,talia,wired_Talia_13,1,teenager,0,27,partner,1.06746469671753,1.0562144755158416,0.9894608025564943,0.22768637291849103,0.24048564295420832
wired,talia,wired_Talia_13,1,teenager,0,28,expert,0.9790126982065297,0.9112423946800752,0.9307768901756485,0.2509905092380192,0.22871319268002413
wired,talia,wired_Talia_13,1,teenager,0,29,partner,1.164315481675067,1.1471658154423932,0.9852706019085253,0.35266258139666795,0.40456245776392796
wired,talia,wired_Talia_13,1,teenager,0,30,expert,0.9669890847486386,0.9636707776880222,0.9965684131145333,0.5711965767005927,0.5504454492817962
wired,talia,wired_Talia_13,1,teenager,0,31,partner,0.9794806326796094,0.9780839813605103,0.998574089906937,0.4297869750831202,0.4203677557261887
wired,talia,wired_Talia_13,1,teenager,0,32,expert,0.946941497216347,0.9227206984918512,0.9744220748624173,0.35506048774573756,0.32762166125960435
wired,talia,wired_Talia_13,1,teenager,0,33,partner,1.067164487248945,1.0210480433132376,0.9567860020758858,0.22089119743792912,0.22554052492911558
wired,talia,wired_Talia_13,1,teenager,0,34,expert,0.9435219564353662,0.7820592191022404,0.8288723052678475,0.35339419023271673,0.27637518444866704
wired,talia,wired_Talia_13,1,teenager,0,35,partner,1.160659985790084,1.140838665422007,0.9829223712269471,0.37935042801583385,0.43277763602485103
wired,talia,wired_Talia_13,1,teenager,0,36,expert,1.1783090976560888,1.1558737317427121,0.9809596938876339,0.6593171066092557,0.7620873244182479
wired,talia,wired_Talia_13,1,teenager,0,37,partner,1.1758908651319633,1.167471159911973,0.9928397222304823,0.3341161715080036,0.39007099429579667
wired,talia,wired_Talia_14,2,undergraduate,0,4,expert,1.1615991623730124,1.1341255713975096,0.9763484755616094,0.6785307026209606,0.7695390208207505
wired,talia,wired_Talia_14,2,undergraduate,1,11,partner,1.1701844492880729,1.1488091432959227,0.9817333874107312,0.4403679859577441,0.5058987686830669
wired,talia,wired_Talia_14,2,undergraduate,1,12,expert,1.0399253007997318,1.018928432074044,0.9798092529237239,0.5762216610472448,0.5871286336179704
wired,talia,wired_Talia_14,2,undergraduate,1,13,partner,1.3442671683415683,1.3317034717801877,0.9906538693659599,0.37124054519295524,0.49438232289902817
