type,comment_id,parent_id,author,text,likes,published_at
top,UgzN0aLy5Jqrirzk3gB4AaABAg.APEOx1xsZ39APETXzCitlI,,@Allicat-n3d,"Me too. 
Being older with bad arthritis I often see people my age getting around just great and think they have good genes.
Its not race its facts.",0,1762560000
top,UgzN0aLy5Jqrirzk3gB4AaABAg.APEOx1xsZ39APEXPGj0y92,,@AutumnSwatches,"But she’s not hot. If she were, the ad might make some sense but Sydney Sweeny’s downturned features are homely and giving melting off the face Droopy Dog. Looks like a potential syndrome at work, which usually has not been considered an indicator of “good genes.”",0,1762560000
top,UgzN0aLy5Jqrirzk3gB4AaABAg.APEOx1xsZ39APFJXyvAoOr,,@user-dj9iu2et3r,"Exactly. Which is basically what her response said. 

Y’all are crazy for thinking Sydney is “dog whistling” and you’re crazy for thinking the ad was a “dog whistle.” Give me a break.",1,1762646400
top,UgzN0aLy5Jqrirzk3gB4AaABAg.APEOx1xsZ39APGrJbij63t,,@Valvad0ss, @user-dj9iu2et3r  it’s not at all what her response was.,12,1762646400
top,UgwlZuLl9SMQ2JQaUWZ4AaABAg,,@LazyEyePolitics,"Hasan always showing me immediately why i gotta go find the original clip. God you talk so much, yet say SOOOOOOO VERY LITTLE.",1,1762560000
top,Ugw_FtqSvzxC0EwIUml4AaABAg,,@LazyEyePolitics,"Number 1. SPIT IT OUT. GOD DAMN MAN. You always boost up what you are about to say for like 10 minutes, then say nothing. God damn.... listening to your commentary os brutal hard sometimes. Just spit it out.",0,1762560000
top,UgzZj347Y4eW7_Qji494AaABAg,,@LazyEyePolitics,Another hasan headline. The blank blank controversy is INSANE!! 😂😂😂,0,1762560000
top,UgzZj347Y4eW7_Qji494AaABAg.APENpvgbW1-APEQjYmzIEP,,@jesspavlichenko5745,This isn't Hasan's channel lmao this is a fan channel,2,1762560000
top,UgzZj347Y4eW7_Qji494AaABAg.APENpvgbW1-APJU0HhOB6V,,@LazyEyePolitics,​ @jesspavlichenko5745 Literally makes zero difference. Theres a ton of these hasan fan channels saying the same shit. Its just so cringey..,0,1762732800
top,UgyP9tY8flZ1bHkJ2NV4AaABAg,,@owenlambert3498,Listening to her talk is difficult,0,1762560000
top,Ugyc1jN_DwKJjlz-X6V4AaABAg,,@mrg0th1er83,"It’s not a bad move if she wants money. She wasn’t in charge of the campaign so people can forgive her because she was just a model. 
And if she denounced it she would piss off a lot of her super fans on the right.
So playing dumb is probably the best move financially.
But it has some risks too. If she does or say something political in either way now she blows her cover and will piss off a large part of the public. I assume she will play it extra safe with her future projects in the next years.",1,1762560000
top,Ugyc1jN_DwKJjlz-X6V4AaABAg.APEM0W7djTDAPEQrX-fnuM,,@jesspavlichenko5745,She's dumb because she thinks she is being slick but she is not,2,1762560000
top,Ugyc1jN_DwKJjlz-X6V4AaABAg.APEM0W7djTDAPEbs5Gmq-t,,@mrg0th1er83, @jesspavlichenko5745 She’s probably still better off (financially) by being not so good at hiding the plan than getting a large part of the public to hate her. The kind of political drama nerds who watch that kind of commentary is quite niche.,1,1762560000
top,Ugyc1jN_DwKJjlz-X6V4AaABAg.APEM0W7djTDAPN5ek9CEe3,,@cba7873,Well put,0,1762905600
top,UgyPAt8W5BQJySUsseN4AaABAg,,@kamjohnson6877,"Bad has take, she’s obviously racist and is a good actor also racism and stupidity are not mutually exclusive obviously",1,1762560000
top,UgxoKibTyVLJaQAokiF4AaABAg,,@curkicod11129,"""I did a jean ad"" well no fucking shit sherlock",1,1762560000
top,UgzyWMEdCoC55fh6tjR4AaABAg,,@ToadToss,Where is this woman's PR team? how is she not prepared to answer this question appropriately?,1,1762560000
top,Ugznk2MePBesPBbFMlh4AaABAg,,@jesspavlichenko5745,Did we just compare Jane Goodall with Sydney Sweeney,23,1762560000
top,Ugznk2MePBesPBbFMlh4AaABAg.APEKx-noIGLAPH9u3juw69,,@dr.carmichael530,No but sharon stone did.,2,1762646400
top,Ugznk2MePBesPBbFMlh4AaABAg.APEKx-noIGLAPHgcp-tksu,,@jesspavlichenko5745,​ @dr.carmichael530  🙄,1,1762732800
top,UgwD1x0FoARENN0VsY14AaABAg,,@frankfurter00,I hate this chopped ho,6,1762560000
top,UgyNrIMPtnpLH0bGddN4AaABAg,,@Corpselordx,She's so weird dude,1,1762560000
top,UgxKxPuI6x_mAXuk2V14AaABAg,,@tommilota5792,good ol leftists XD offended by everything :D gl in elections,1,1762560000
top,Ugwi4OKkJ-h9jAKWX-d4AaABAg,,@JackTorence,"4:16 you cant tell me this look isnt absolutely tapped into the conversation, aware of her own intent and completely infuriated for being called out on it. Plain as day.",14,1762560000
top,UgypxrDpxRycSlIgIqt4AaABAg,,@marzero116,take my wife please,0,1762560000
top,Ugzr7VzKQpWxp7v85TR4AaABAg,,@mx_mott,She's just a hotter more successful Hacktuah girl,0,1762560000
top,Ugzr7VzKQpWxp7v85TR4AaABAg.APEHb6rKWciAPEXYKSvnGT,,@AutumnSwatches,Not really. Sydney Sweeny’s downturned features are homely and giving melting off the face Droopy Dog. The other girl looker normal.,0,1762560000
top,Ugx_da1uY6RkTf8OVfZ4AaABAg,,@Lulu-xo6cp,The minute I hear that accent I’m absolutely tuned out.,1,1762560000
top,UgxdQKggAs7e9tj7JE94AaABAg,,@chillinginr.i.,"It's Sydney Sweeney Todd, the Denim Demon",0,1762560000
top,UgyRVV4_hYdbr8X8LlV4AaABAg,,@BrandonNop,11:20 the voice crack killed me,1,1762560000
top,UgyW9nLWB8NhhBNGLWF4AaABAg,,@Calapooiablue,"Stop saying women are stupid when they very obviously intentionally do bad things. It hand waves away their actions in a sense and pushed the stereotype that women are just dumb creatures that are never accountable for their actions because they can’t be since they’re so stupid. Wasn’t she literally head of her schools robotics team? This woman is not dumb, she is very intentionally playing up the dumb blonde narrative because she knows people will feed into that and go “she has no idea what she’s doing, she’s just too stupid, therefore it’s not racist”",5,1762560000
top,Ugxx_S8RyCnxEOmIJAt4AaABAg,,@bruisedviolets,your misogyny is showing….keep hiccuping though i guess?,0,1762560000
top,UgzWVCsI0M_AVMMgDMJ4AaABAg,,@incogitantsam54,is this is weaponized incompetence people talk about,95,1762560000
top,UgzWVCsI0M_AVMMgDMJ4AaABAg.APEBPciANDSAPGo--2eVJf,,@iopohable,tbh i think weaponized incompetence for the internet is when a man gets sick or sleeps.,0,1762646400
top,UgzWVCsI0M_AVMMgDMJ4AaABAg.APEBPciANDSAPLJL3thV26,,@shinjite06,​ @iopohable  not even close.,11,1762819200
top,UgzWVCsI0M_AVMMgDMJ4AaABAg.APEBPciANDSAPMVrmFszhz,,@parkerthiede9751, @iopohable leave it to incells to make literally every conversation about how hard it is to be a man. Such crybaby behavior bro.,0,1762819200
top,UgwC1I2NkD6FnkN-Do54AaABAg,,@rad1461,"never laughed so hard when the chatter said ""shes a freak, she registered to vote on trump's birthday""",0,1762560000
top,Ugz-JPiBUAPrOAaQpnd4AaABAg,,@wababiba4181,She seems like she doesn’t want to talk about the controversy. I think she doesn’t even know what is going on.,1,1762560000
top,Ugz9mFSazA767-XGUEx4AaABAg,,@lablanche-neige,She’s young and dumb and I really don’t care all that much. She’s doesn’t really have anything to say that’s worth hearing.,0,1762560000
top,UgxcAfMkV6y3JilQU3p4AaABAg,,@JC-bs5pd,"Common, she isn’t stupid. Accuse any white person of racism, and they will deny it and form a response. Blinking and saying you don’t have a response? In this current American client? That is a response. Hassan going easy on her bc he thinks she’s hot. My eyes have rolled so hard I can see my brain",0,1762560000
top,UgxqEaSBNNIyGSTVF_x4AaABAg,,@ol48spring,I wear slacks,0,1762560000
top,UgwNUE4homQ09zw25JV4AaABAg,,@Persephone_Personified,Why is her hair tucked in her shirt…?,8,1762560000
top,UgxiwqWr66zB6_mbO_54AaABAg,,@scarlette_rot,"All of the people in here talking about ShEs nOt dUmB, sHe wEnT tO cOlLeGe. College doesn't inherently make you intelligent, my fucking lord. I get that y'all like her appearance, but the cope is strong here. Even if this IS just a ditsy blonde act, how is that the appropriate way to go about handling accusations of racism?",1,1762560000
top,Ugw3dCqBHmJSS_xCofd4AaABAg,,@jjjohhhannn,8:40 why did you censor the word ”white” 😂😂😂,1,1762560000
top,UgwSCNwP4-VBckrSry94AaABAg,,@IfImYouAndYourMeWhat,I'll give you this one she might let you hit,0,1762560000
top,UgxDwhb_6b_r0gcb_jp4AaABAg,,@DustinMikkelsen,"Brother, she's trolling all of you, you keep talking about her, y'all are feeding the beast, it's on you.",2,1762560000
top,UgxiQaf7AOdFHPqHJzR4AaABAg,,@lukekahs177,People may be able to stomach this if she was actually a decent actor and wasnt just shoved down everybody's throats lol,0,1762560000
top,UgxgWuVzWmZAxilh6ZZ4AaABAg,,@ethanbloodworth619,"She’s not dumb, she just doesn’t care about this whatsoever. I don’t think she’s racist but she certainly doesn’t care about any potential harm the advert caused.",3,1762560000
top,UgxgWuVzWmZAxilh6ZZ4AaABAg.APE470U2E4lAPECvb2x07q,,@Calapooiablue,She absolutely is racist and pretending that she isn’t is only helping white supremacy,2,1762560000
top,UgxgWuVzWmZAxilh6ZZ4AaABAg.APE470U2E4lAPEO6s0Iz_N,,@tommilota5792," @Calapooiablue  mm yes, call em racist more :)",0,1762560000
top,UgxgWuVzWmZAxilh6ZZ4AaABAg.APE470U2E4lAPF0pu-3GUX,,@Calapooiablue,"⁠ @tommilota5792 you can join the racist club too, loser",0,1762560000
top,Ugzpl0qd6qRwklYz_qZ4AaABAg,,@Sophia-vk5bq,I hate her. She also played an LGBTQ athlete in a movie after doing this.,0,1762560000
top,Ugx6oninfAUkvB_kOcV4AaABAg,,@DimaArmstrong,It’s so annoying how chatters are always trying to put lib Hasan oh my god,0,1762560000
top,UgyuyNkCoD8nw-toxpB4AaABAg,,@BlankDragyn,"I saw Sydney on a poster in AE at the mall, then 2 days later I went back and it was gone 💀",0,1762560000
top,UgwrqVa7GP9DkAnmF7F4AaABAg,,@Derkuhlshrank,"Do y'all really think the add is racist? That would be the most baby brained Schizo shit imaginable. 

We really don't care when we say anyone has good genes but for a blond lady it's bad? Be serious, it reads like desperation.",1,1762560000
top,Ugxmcl2-HB0m0o_G7N54AaABAg,,@MkhuseliMazungulaWorld1905,"08:10 She may not be AT that level of intellect, but she's AT that level of power and influence. If I lock you in the back of a police car and put an untrained driver in the drivers seat that does not mean that untrained person has no power over you because they are untrained and not playing a huge part in your life. They are driving you to the police station.",5,1762560000
top,UgwPoIlp8LYGVF5fdQB4AaABAg,,@CaptainChapin,Her father is MAGA you think she hasn’t heard about politics her whole life? She’s not naive to what’s going on she’s allowing the conversation to continue. That’s smart,23,1762560000
top,UgzZzWP1J58MTA7I6hJ4AaABAg,,@PandastormAQ3d,She's swatting away the controversy. Avoidance.,0,1762560000
top,UgzvP9DdyFspq5GeWgJ4AaABAg,,@serena6715,I feel like he refuses to acknowledge someone this blonde and doe eyed is willfully ignorant.,0,1762560000
top,UgwMR4pw6CA_XN6a4TF4AaABAg,,@threeofeight197,Her accent bothers me. It’s like she’s doing a caricature of “cool girl”. Does she talk like that all the time?,13,1762560000
top,UgxWB1eMc3Mv8j-fMtl4AaABAg,,@HamzahSaman,Oh my gosh Valley girl,0,1762560000
top,Ugx0WoT4teAs8W_y8yt4AaABAg,,@Xywest,Because of her i lost NNN,0,1762560000
top,UgxP-_Iq0wCPKo1T8h54AaABAg,,@confessionsofarose84,"She's Bezos & Lauren's 3rd. She's not stupid, she's just a Yacht girl.",2,1762560000
top,UgzcPfONkQaARAAjvWp4AaABAg,,@Kikyobellflower,"Give her credit. She knows what she is doing. If elementary school kids can understand racism, she can too. She's made it quite far in life, she knows how to respond to the question of racism. Racism is not complex.",5,1762560000
top,UgyhuDjheLv4DwZcYOJ4AaABAg,,@lovelostfashion,"if you look at how desperately sydney sweeney has wanted this career since she was a child, everything else makes sense. its all money, its easier to be neutral on absolutely everything to make the most capitol. its an embarrassment, especially when you compare her work and presence to zendaya. Surely this isnt the actual career Sydney wanted, but its one shes going to stick with for the most money. Pathetic career and one I would feel shame about. Not based on talent, based on right winged grifters and fame.",3,1762560000
top,UgxJFc5Onph0qLKqJ314AaABAg,,@p1ut04c3,she knows exactly what shes doing,1,1762560000
top,UgwdA7lGizr5N_-kf3F4AaABAg,,@joylessdancer4554,Sidney Stupid has nothing going on up stairs.,0,1762560000
top,UgzJyCY3Eneau_ybYD94AaABAg,,@Animeguy0495,While I think she actually is pretty stupid. Hasan’s following is insufferable,0,1762560000
top,Ugwjjt_KbViSNvByOvV4AaABAg,,@ronin_jedi87,"She's not that hot, really. She's Steve Buscemi in a wig.",2,1762560000
top,Ugwjjt_KbViSNvByOvV4AaABAg.APDrUbtBmE7APELRz9TXsN,,@kyrkogarden,it's not her face that people enjoy looking at,1,1762560000
top,UgyxUqsMSlYdaezRaeZ4AaABAg,,@drmurfy,Feel like people over reacted to the jeans ad. Good jeans could be her boyayas no?,0,1762560000
top,UgyxUqsMSlYdaezRaeZ4AaABAg.APDqI8EvngnAPEOMuCSHnf,,@jesspavlichenko5745,"""My genes are blue"" shot of her eyes lol",1,1762560000
top,UgxufkGc1S3dlOsK0fF4AaABAg,,@XFry333X,"I dont understand where people are getting this notion that because she's stupid, she's off the hook.

When Hasan does hogwatch and the hogs reveal their stupidity, does that mean the hogs in question are freed and off the hook? No. It doesnt. If anything its worse because theyre both stupid and a bad person. But most notably--the stupid hog isnt worth taking seriously.

Thats the entire point of the commentary here. How is this lost on watchers?",1,1762560000
top,UgxufkGc1S3dlOsK0fF4AaABAg.APDq0hI-yEIAPEAXq13f3s,,@rad1461,"because those are fans, shes being paid",0,1762560000
top,Ugzq2Q7TKd6PoOZH-jF4AaABAg,,@bubble_gum_witch,"She’s obviously playing dumb, and ppl will buy it. Just a ‘dumb blonde’",2,1762560000
top,UgwHSjiF-JmnwzNwUgB4AaABAg,,@paifu.,0:50 Yeah I don't know if this is malicious or if she's really that dumb,0,1762560000
top,UgyVH9FKjdGG-cQz8mx4AaABAg,,@richardPictures-i8q,She uses her art to speak out guys,2,1762560000
top,UgwCuEJOK3OaRIcoCEt4AaABAg,,@yeahokdude3265,I feel like some people think celebrities now a days are these cunning agenda pushers and can’t be himbos and bimbos,0,1762560000
top,UgxN7XsTo_WbWhdnVgl4AaABAg,,@Chelseaaaa333,JUST A MAN LMAO,0,1762560000
top,UgyN-E4y8PLMtgo0FmR4AaABAg,,@whitefragilityexpose1512,"She knows exactly what she's doing. 

Hasan been EXTRA privileged with these latest takes.",9,1762560000
top,UgyN-E4y8PLMtgo0FmR4AaABAg.APDjoTTpD73APLEPxbqz0O,,@burninsage22,EXACTLY. He didn’t watch her eugenics ad; he didn’t look at Sswiftler nazzy necklace. Just fantanos take on her musicality 🙄 like jfc hasan,2,1762819200
top,UgyN-E4y8PLMtgo0FmR4AaABAg.APDjoTTpD73APOsfwlPsfL,,@Reputationdino,Yeah his stance on QTcinderella (ik they’re friends but still) was a little crazy,1,1762905600
top,UgyN-E4y8PLMtgo0FmR4AaABAg.APDjoTTpD73APQlYJoCOan,,@alexagarcia2275,@Reputationdinowhat happened?,0,1762956000
top,UgzCtLD-9UqCLzgV9_F4AaABAg,,@OffTopic-f3n,"It’s all about the moneeeey. She might not be the sharpest, but she knows exactly what she’s doing and what she’s choosing to ignore. She just wants to make money and will work with any company, no matter how shady they are. That’s why she avoids any kind of controversy talk, she doesn’t want to limit her chances to make money or risk the lifestyle she’s used to.",9,1762560000
top,UgyR4w4vwJlujIrxuuF4AaABAg,,@qt9041,she’s an adult woman. she’s not this stupid,7,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg,,@RoyaltyAC,"Hasan is getting so much pushback  because, from a historical perspective, claiming ignorance has long been the weapon used against victims to lighten or completely halt accountability and justice from being served.  It's even more so common in regards to ww. Many racial atrocities were kinda smoothed over by claiming the people committing them were more ""ignorant"" than ""racist"". 

It may seem like a passive statement to say Sweeney is too stupid to be racist on purpose but it too closely resembles those times in history. So even when Hasan acknowledges that it was racist, by calling it more stupid than racist, he is unintentionally performing  a type of historical dog-whistle signaling that the individual is ""innocent"" and shouldn't have to be accountable for their actions. 

Even today, as a black person, the whole ""they didn't do it on purpose"" is still a dog whistle  to ""let it go"" or else be seen as a villain making a big deal out of a ""mistake"".

There's a book called ""They Were Her Property"" which speaks in great detail of the very active and terrifyingly violent roles ww played in slavery despite the ahistoric belief of their ignorance",127,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPDrmn49rjC,,@fr-0111,Yep,7,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPE0OXr3yrN,,@justlikeheavenx,very well said,7,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPEDqW9DUZk,,@cthulhuhoops,"Yep! She can be stupid in the sense that all racists are, but she's also in showbiz. She either knows or has people around to let her know about optics and playing shit safe, while the rest of us in the real world can see how she's able to get away with what white women have been able to coast by on for centuries.",0,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPEHmFA5pq8,,@OneHandDan,This deserves a pin,4,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPEI7Ii04fB,,@JackTorence,"Jesus Christ, this is brilliantly written. Ty for posting this.",9,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPEMdKYYlV7,,@grandmasterstudent8786,"Exactly. He gets caught up in a weird box for trying to justify things for people he might like. He just did it with Bernie and borders. He knew it was a bad take and if he was paying attention he knew Bernie was always terrible on immigration but he tried to explain it away by saying he didn’t have social media or something stupid like that. 

Just call a spade, a spade. We have enough evidence now. Sweeney is problematic.",9,1762560000
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPF8I46m-5a,,@avarichards470,Exactly.,1,1762646400
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPFDWQgZE3D,,@newpotential5421,"do you think there is a core idea being un-questioned here, both now and historically, that those who are ignorant or seemingly stupid should face lessor judgement on there actions? because I understand where you are coming from, and how there is a historical persistent to which Hassan is conveying, but still, it is weird how both sides are still utilising the underlining idea that stupid people should not face the same level of judgement. One side would say that that some people of too stupid to be racist and thus we should give them more leeway, while the other side would say that they are not actually stupid and know exactly what they are doing, therefore, they should be punished. either way, both arguments still upholds the idea that ignorance deserves more forgiveness. but why should ignorance be absolved of responsibility? it should be entirely possible for someone to be simultaneously ignorant and deserving of full repercussions. In fact it is this way in many other fields such as law, where, ignorance of the law does not absolve people from responsibility and thus punishment for breaking the law. Thus, I think we should start treating racist the same way, it does not matter if you are ignorant or fully aware, being racist must be met with equal and fair judgement. 

TL:DR
Whether Sydney Sweeny is Ignorant or 5 Galaxy brains ahead, should not discount on her racist actions",2,1762646400
top,UgzS2f_5xsJKkZESy1p4AaABAg.APDiKJX2oDYAPGI6tcuQQJ,,@RoyaltyAC," @newpotential5421  I agree with your statement. In an ideal world, the harm caused should carry a greater weight than the intention of the inflictor of said harm.

Unfortunately, almost everyday I see more apologists for intentions of the perpetrator than the victims--whether it's in the comment section of an influencer's apology video or the courtroom.",0,1762646400
top,Ugw6JeDA50IA2QI-8e14AaABAg,,@purpcornio,"He said she's too dumb to hide her racism not that she's not racist, what are you guys going off about in the comments?
Y'all seeing it as an ""out"" is weird",4,1762560000
top,Ugw6JeDA50IA2QI-8e14AaABAg.APDiHvxK0S_APDu2nFWYcw,,@swil457,Wokescolds not making it past 2 mins,2,1762560000
top,Ugw6JeDA50IA2QI-8e14AaABAg.APDiHvxK0S_APEOJCAeBE_,,@jesspavlichenko5745,Idk i feel like I watched a different clip than them,1,1762560000
top,UgyotvQEHG4D2MiGMqd4AaABAg,,@doctordex272,"""but I didn't know, why is evewywon mad at me"" 👶🏼 🍼
Said the adult 😂, piss off with that willful ignorance",23,1762560000
top,UgyotvQEHG4D2MiGMqd4AaABAg.APDhjEwSKrtAPIdKtxlMPZ,,@phoenixzappa7366,Jealousy will get you nowhere.,0,1762732800
top,UgyotvQEHG4D2MiGMqd4AaABAg.APDhjEwSKrtAPJGtXK98Mb,,@doctordex272,​ @phoenixzappa7366 😂,0,1762732800
top,UgydohNikuZaqTRBCe94AaABAg,,@mari00m__,She’s literally Cassie irl,305,1762560000
top,UgwgAFhf2tJs2j0_ipN4AaABAg,,@Wallpurgris,Hassan she’s not gonna let you hit 😭😭😭,12,1762560000
top,UgwgAFhf2tJs2j0_ipN4AaABAg.APDcHO6iBwRAPGm70L4Ltw,,@zuhasajid900,But he is hot maybe she we let him have it,0,1762646400
top,UgxqP83ftaStzm4q02N4AaABAg,,@andrewrushent2737,Given her proximity to Jeff Bezos I find it hard to believe she doesn't realise what she's doing.,33,1762560000
top,UgxywJh5MdVqyMpVplR4AaABAg,,@katariina.s,im so tired shes just an opportunist who doesnt care abt anything not an idiot,10,1762560000
top,UgysMxhn6qLosBWtA9B4AaABAg,,@acemyname,"anyone giving the same excuse as hasan for her behavior, consider if hasan (or you) would give any person of color the same benefit of the doubt",11,1762560000
top,UgysMxhn6qLosBWtA9B4AaABAg.APDXccliq0sAPLUtGFcQku,,@strawberrypoundcake2319,They wouldn’t. He’s so annoying and I’m so tired of the platform he’s given when time and time again when it really counts he gives takes like these,1,1762819200
top,UgyDtIocEdNZRdS2Muh4AaABAg,,@acemyname,"she is absolutely not stupid, she knows what she’s doing and saying",122,1762560000
top,UgyDtIocEdNZRdS2Muh4AaABAg.APDXWyVwBEpAPEL3lYD66u,,@christianwestby5368,She's as smart as your dumbass lol,0,1762560000
top,UgyDtIocEdNZRdS2Muh4AaABAg.APDXWyVwBEpAPEfHAnS8UX,,@99bambieyes,"Exactly
Saying the art speaks for itself, suggests she’s aware of how it’s been interpreted and has no qualms about it",10,1762560000
top,UgyDtIocEdNZRdS2Muh4AaABAg.APDXWyVwBEpAPFKHSVfePF,,@user-dj9iu2et3r,"She didn’t do or say anything wrong. Saying that she did will only make people take the left less and less seriously. 

But go ahead and let your weirdness shoot our movement in the foot if that’s what you need to do. 

Whatever happened to “Just be normal.” Y’all are failing at it every day.",1,1762646400
top,UgyDtIocEdNZRdS2Muh4AaABAg.APDXWyVwBEpAPM96IOrqI6,,@CerpinTxt87,​ @user-dj9iu2et3r be normal says bot with gibberish account name,2,1762819200
top,UgyDtIocEdNZRdS2Muh4AaABAg.APDXWyVwBEpAPPNYGhMbUS,,@drewlopezisajoke,Which is exactly why she's stupid,0,1762909200
top,UgxKzKzcBUQLO6xsNi14AaABAg,,@JoeWedgwood-ik9zo,His chat really has no sense of humour about anything… pretty insufferable tbh,0,1762560000
top,UgxlvXAj0ykqUWIAM7B4AaABAg,,@IanShelton004,"is she an ally no, is she irma Grese also no",1,1762560000
top,UgyNLG5kcKKxLuMHqp54AaABAg,,@user-xl7eo7mp1b,"Has you literally just give her credit cuz she’s hot, you’re so annoying",0,1762560000
top,UgzCueTMolQUuV9WuC94AaABAg,,@Froggeh92,The pepega poster child,0,1762560000
top,UgwCO_uGU28rs_De6QV4AaABAg,,@karebushmarebu233,"Crazy people are so hyper online they think Sydney Sweeney is a hyper well read neonazi that understands the theoretical, academic writings of fascist is using this to propagandise to the public

Like no, if you grow up in the USA and don’t actively try to be anti racist/anti fascist, you will by default end up with some fundamentally fascist and racist assumptions about the world, because you and your parents and your whole community are acting based on over a centuries worth of propaganda/almost a century of red scare propaganda.

She’s just a default “I don’t think about politics” white girl, which implicitly means she will be a bit racist",13,1762560000
top,UgwCO_uGU28rs_De6QV4AaABAg.APDR_6n6byqAPFJq_v27hT,,@user-dj9iu2et3r,Exactly. Acting like there’s any malice behind it is TERMINALLY ABNORMAL.,3,1762646400
top,UgwCO_uGU28rs_De6QV4AaABAg.APDR_6n6byqAPGnBy7pKFI,,@iopohable,"she just accidentally has a nazi boyfriend and just accidentally is friends with billionaires, right? 

goddammit dude she aint even that hot, loosing your mind for the first blonde you see is whats terminally abnormal",0,1762646400
top,Ugyc6Wjkj-8V1waXC0F4AaABAg,,@karebushmarebu233,"If you grow up in the USA and don’t actively try to not be a racist, you will end up being racist since it’s a racist nation",21,1762560000
top,Ugyc6Wjkj-8V1waXC0F4AaABAg.APDQBNd5hYWAPDoyy7wpAH,,@emmas132,So many people cannot even fathom this. But it’s objectively true. “I’m not even a TINY BIT racist even tho I’ve never put any effort at all into reflecting on or dismantling the biases I’ve been taught subtly and overtly throughout my entire life- cause i have a black friend and I Don’t use the n word!”,7,1762560000
top,Ugyc6Wjkj-8V1waXC0F4AaABAg.APDQBNd5hYWAPEL7C6HC83,,@HesoMelo,Every country is racist,3,1762560000
top,Ugyc6Wjkj-8V1waXC0F4AaABAg.APDQBNd5hYWAPEVe-1vGIK,,@Allicat-n3d,Every race has some racists in it.,0,1762560000
top,Ugyc6Wjkj-8V1waXC0F4AaABAg.APDQBNd5hYWAPEVoLBZwkp,,@Allicat-n3d,"Every race has some racists. 
She just isn't playing into the noise.",1,1762560000
top,Ugyc6Wjkj-8V1waXC0F4AaABAg.APDQBNd5hYWAPFJvMvQHfh,,@user-dj9iu2et3r,We do try not to be racist. Still get called racist. We take it in stride.,1,1762646400
top,UgykhLMSAr_w0TGQnfd4AaABAg,,@karebushmarebu233,"I feel like she’s the kinda girl to grab you, hook up with you behind the barn and then smile while you get lynched two days later lmao",1,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg,,@squirrel8161,"She’s not dumb at all. High school valedictorian, got into UCLA, joined maths and robotics clubs. 
Shes being coy because she knows her republican politics are divisive and saying the wrong thing could wreck her career.",418,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPDlkSr5SnL,,@severalwolves,"He’s saying she’s too dumb to pull off what she’s trying to pull off, not that she’s too dumb to be racist or bad. She’s trying to play up this “is she or isn’t she??” narrative to drive attention, but not clever enough to pull it off.

I feel like a lot of people here are operating under the pretense that stupidity is exonerating, or that Idiocy = Innocence. Meanwhile she might not be as dumb as a potato, but she’s not the masterful manipulator that she thinks she is.

Also: it’s totally possible to be “high school smart” and get into good schools while still being a midwit, so long as you come from money.",81,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPDo-eRFb1w,,@emmas132," @severalwolves completely agree, and also, I know some academically intelligent and financially successful people who have the emotional intelligence of a rock. There are some extremely “smart” people who still Don’t have any clue how emotions, empathy, ethics, etc. work. Usually resulting in bigotry because it’s profitable and comforting to the insecure.",46,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPEFJIGM3y8,,@liamdevine8063,"This is what's so fucking weird bout the whole thing though, then why do the weird dog whistle ad in the first place?",3,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPEG0r6RdEs,,@Chazzmatazz,"Ok, so evil Aryan genius confirmed. She must be stopped.",0,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPEL9kALjoX,,@jesspavlichenko5745,People who are into math and robotics are sometimes the dumbest people tbh,24,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPENKTF4C8L,,@epothos1,Wow I didn’t know her academic history was this good with the way that interview was going. She’s a good actress I guess.,6,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPEZfDD_RMf,,@Shpinkterify,EDUCATION DOES NOT EQUAL INTELLEGENCE,0,1762560000
