type,comment_id,parent_id,author,text,likes,published_at
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPEczO3nyk1,,@rottengorl,"​ @severalwolves   i think the main issue is completely linguistic and starts at 7:34 he'd been consistently adding on that ""... but she’s too stupid to be ideologically minded"" sentiment and then when a chatter points that they think this is giving her an out because chatters all seem to agree that any sort of jesters privilege or plausible deniability could count as giving an out, he proceeds to exaggerate the book smarts and academic committment required to be a ""real ideologically minded neonazi racist"" which minimizes the concept of racism as a whole to only a select few which is objectively not a valid nuanced take at all. hasan is in the wrong here he strawmans the chatters real concerns about her and refuses to acknowlege any simple chatter observations as a nuanced take and accuses the entire chat of not letting HIM have a nuanced/lighthearted take (that take being that she’s not racist because she’s too dumb to be a card carrying theory reading neonazi). he’s obviously burnt out and hyper sensitive to chat here and needs to take a long break to be able to handle simple chat criticism less personally and less reactively, but we all know that he won’t and his relationship with all of chat as a whole will slowly get more bitter and resentful.",0,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPEeX6r1MhN,,@zagreus5773,"Nothing of this proves she isn't dumb. There are PhDs that are dumb. But I guess she joined a robotics club once, lmao.",0,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPElFxPw3XI,,@thethrowawaythatstayed7055," @epothos1 She was Valedictorian, but her class only had a handful of people. She didn’t go to a “normal” school.",13,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPEqsq3hXFe,,@Robiness, @liamdevine8063  you know why,2,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPExi3hG8KH,,@r.c.7779,Being good in school doesn’t mean you know anything about politics…in fact they usually don’t know anything because they are busy with school,10,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPF0arbRmCG,,@squirrel8161, @liamdevine8063  tbh don’t think she has the social prowess to realise that it was a potential dog whistle,0,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPF0rfimtfp,,@squirrel8161,"⁠ @severalwolves  ​​⁠ eh, it’s an interesting theory, I’m inclined to believe she’s just been a bit naive about the ad and is now being awkward and impertinent about it. Thinks people read into it too much and doesn’t want to back down.",0,1762560000
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPL_qoMs0Q5,,@Skelluii,"You can do all that stuff and still be dumb or stupid, everyone is dumb in one way or another she's just a very specific Republican dumb",0,1762819200
top,UgwbEHAZAb31nLQKuZB4AaABAg.APDPEwjzaFtAPRRCPXc4B3,,@monster_hunter4204, @severalwolves she’s literally an actress she can certainly play a part,0,1762977600
top,UgzvqrfJrZnYBm54Rjx4AaABAg,,@THEpopelonergan,There is a third option other than “dumb” or “racist but coy” which is: she’s not actually racist but she knows a lot of the people supporting her online (and maybe buying stuff from the companies she’s the spokeswoman for) are Trumpist Republicans BUT she’s still a prominent actor in liberal Hollywood so she’s just trying to toe the line (but not doing a particular good job of it).,2,1762560000
top,UgyefHY9gOx8o7y7PBV4AaABAg,,@Pintheshadows,"'I'm Scooter, and this is my brother, Pedalboat.'",0,1762560000
top,UgyK9EhG__II5tC6k554AaABAg,,@stridergeny5906,"God she's so cute though, I can 100% fix her.",2,1762560000
top,UgwqUhOC0IvVkKZv8cp4AaABAg,,@Jusfuzzy,She can't be that stupid. She might not have realised when she was filming the ad. I am pretty sure she does know what it meant now. She is a person with no integrity.,1,1762560000
top,UgzMEwtsBLtudz4FyM54AaABAg,,@emmie297,playing dumb is a huge manipulation tactic for right wing white women and its working on this white man,0,1762560000
top,UgwAUlQN3eMt57qsX9B4AaABAg,,@paige9065,you people need to stop giving this loser hasan so much of your attention,1,1762560000
top,UgwAUlQN3eMt57qsX9B4AaABAg.APDH2S4XlQ5APDHzNlpR-s,,@Chaoticchips,-1/10 ragebait,0,1762560000
top,UgyBmGWpPkUKGIs0LmV4AaABAg,,@Rayrayalty,"""is this snow bunny mind control"" YES.",364,1762560000
top,UgwSTjBTuposdEy3-M14AaABAg,,@Rayrayalty,"i kinda feel like he downplays her intellect. the issue isnt if shes smart or not, its that shes literally getting cozy with people like bezos..... she def wants to make money off of white supremacist men who wanna grope her.",43,1762560000
top,UgwSTjBTuposdEy3-M14AaABAg.APDFr9Y3wtZAPGllqHqQAu,,@zuhasajid900,Yess sydney has made many statements about wanting to make more money,1,1762646400
top,UgwaMXwq5m5_7yk0epR4AaABAg,,@zacharyheine4177,She looks like a teenager.,0,1762560000
top,UgxbxrQc_1KgjkKAHct4AaABAg,,@tyrayentali7041,"I don't think she is an out and about nazi, but she sure is the type of person who does not give a fuck about how she makes her money, even if it means propping up nazis. Which makes her a sociopath at best.",1,1762560000
top,UgweZcVSacaaBELb8H94AaABAg,,@ByronMuray,"İmagine a white Australian company comes out with a add that says something like ""true blue jeans "" cause of the saying ""true blue Aussie""",0,1762560000
top,Ugx49hG3b3TUVR5v5PN4AaABAg,,@rdg7250,Yeah why does this dumb women not answer like a 100 month Hasanabi sub,0,1762560000
top,Ugw9OPZZDKol7vIXfa94AaABAg,,@zengara11,I don't wanna be that guy. But I really don't get what the hype around Sydney is about,12,1762560000
top,Ugw9OPZZDKol7vIXfa94AaABAg.APDBSLmV5zwAPDWHdgg-8F,,@JoeWedgwood-ik9zo,It’s the rack…,1,1762560000
top,Ugw9OPZZDKol7vIXfa94AaABAg.APDBSLmV5zwAPDwGVJ9HWH,,@rosecity_chris,Same.,0,1762560000
top,Ugw9OPZZDKol7vIXfa94AaABAg.APDBSLmV5zwAPEM66Ejwip,,@mrg0th1er83,"Some men like big boobies.
It’s their thing.",0,1762560000
top,Ugw9OPZZDKol7vIXfa94AaABAg.APDBSLmV5zwAPEPMICHpyP,,@tommilota5792,"just leftists looking for racists, projecting racists and calling other ppl racists whenever possible, the classic :)",1,1762560000
top,Ugw9OPZZDKol7vIXfa94AaABAg.APDBSLmV5zwAPEVQEfFtMc,,@Allicat-n3d,Some people look so hard for something to be angry about they find it everywhere .,1,1762560000
top,Ugyjnj8Ojc2Nrax7-Uh4AaABAg,,@daysvevo5919,Being sun adverse and not seeing the same full color spectrum cuz the light bounces off too much is not GENETIC SUPERIORITY😂😂🤣,1,1762560000
top,Ugyw85d8GT8HNg1nKDZ4AaABAg,,@Robert_Bob_Bobrob,There's nothing to be gained by giving the fascist pick-me attention. This crap is downstream from politics. If you want it to end you need to hold your leaders and the ones doing the actual violence to account.,0,1762560000
top,UgxGN2qoLC6D5EfkStB4AaABAg,,@Jordanx2,She's just too stupid to understand that she should've fuckin responded directly!,0,1762560000
top,UgwDUyOeehccckKCzSh4AaABAg,,@velocityJE,is she good in that movie about the boxing lady?,0,1762560000
top,UgxRBOIHaDDNa2yJWy94AaABAg,,@wituwy.roman04,Chat ngl I feel like she was learning what genes were and how they work while doing the add. But she’s definitely not too damn dumb to understand how the add was messed up,0,1762560000
top,Ugw0GL2VmZ6SF4-rwgN4AaABAg,,@hypnotics7886,"I doubt she’s stupid or dumb. 
I think she’s fully aware of the broad spectrum of support she has and will play all ends against the middle.

Think Marilyn Monroe, she was astute and very aware of the world around her, but played up the perception of her looks and presented as an airhead.",10,1762560000
top,Ugw0GL2VmZ6SF4-rwgN4AaABAg.APD4Ly07OxvAPENx3TSy9E,,@jesspavlichenko5745,"She is stupid because she is in fact, not playing all ends but she thinks she is",0,1762560000
top,Ugy0pXRZ3Zi7hEEnIb54AaABAg,,@KarlMarxhaswifi,@15:10 There it is. That’s all I need to hear.,1,1762560000
top,UgwDkh20aGEcjDZWFo54AaABAg,,@beerkegaard,I never interpreted it as white genes. It seems obvious good genes = hot.,2,1762560000
top,UgwtZdvTVk9xQEybJEh4AaABAg,,@DeathToFacsists,Nah she’s just kinda dumb but it’s fine. Or it’s snowbunny mind control which is 100% effective on me,0,1762560000
top,UgwtZdvTVk9xQEybJEh4AaABAg.APD1rChastJAPDHZLJbDFp,,@Robert_Bob_Bobrob,Death to fascists but kisses to their cheerleaders?,1,1762560000
top,UgwR3En-xlZb62jU8g54AaABAg,,@jacksonsparrow8865,"The genes/jeans joke is referring to the fact that shes hot, not supremacy, ya need help",1,1762560000
top,Ugw0l568tWKTfXtrH6t4AaABAg,,@snickers_xd2343,"Out of all the actresses on Euphoria idk how she was the one whose career got launched. She’s pretty, but obtainably pretty, I see a lot of girls out on the street that look like her. Idk how to describe it besides that she has poor white girl eyes, the cookie monster pajama pants girl that lived with her grandma and constantly got fights, which is probably why she got casted on a show about drug addicts constantly fighting",0,1762560000
top,Ugyt56RO8-4kA7Fpfh54AaABAg,,@JamesAbell-x8i,"I think she has good jeans, i do, i dont care cry about it. The left will embrace hot women in advertisements god damnit",0,1762560000
top,Ugy9gYz3CGYUVnY7nT94AaABAg,,@adMOnished1,"Why does she always talk like she's about to fuck? 

""Ah' thah' wha' ah' ha' sometha' ta' talkabah', yah'll kna... ""O_O"" """,0,1762560000
top,UgwOX1wLKEv8EnMKnMR4AaABAg,,@elustrampulata,"All i had to hear was ""im 27 oops 28""
 That big 30 must look like a freight train in a rearview mirror when your success is tied to your youthfulness.",26,1762560000
top,UgwOX1wLKEv8EnMKnMR4AaABAg.APCzZHCpUH6APFJl5LO96k,,@user-dj9iu2et3r,"No. You’re not a human being if you haven’t forgotten your age/made jokes about your age. 

Stop being weird. People won’t take the left seriously if we keep this shit up.",3,1762646400
top,UgwOX1wLKEv8EnMKnMR4AaABAg.APCzZHCpUH6APFOh8j4O2L,,@elustrampulata,"Sure thing, ​user-dj9iu2et3r. I'm the one who doesn't seem human here.",0,1762646400
top,UgwOX1wLKEv8EnMKnMR4AaABAg.APCzZHCpUH6APGnc0_6K0c,,@iopohable,"seriously dude, go outside sometimes",0,1762646400
top,Ugx9OKAWZ-CBIKGBafJ4AaABAg,,@marcotrejo3900,"She ain't stupid. Its giving willful ignorance. She's ragebaiting for clout. 

She's gonna fall off harder than Gina Carano with this level of lacking self-awareness. People hate this shit.",993,1762560000
top,Ugx9OKAWZ-CBIKGBafJ4AaABAg.APCz0RhuMOJAPEMofj7q1V,,@286mic,People love boobies more tho,0,1762560000
top,Ugx9OKAWZ-CBIKGBafJ4AaABAg.APCz0RhuMOJAPEZbVutgMX,,@Shpinkterify,IDK man she seems as smart as a bag of rocks. has the personality of one too.,14,1762560000
top,Ugx9OKAWZ-CBIKGBafJ4AaABAg.APCz0RhuMOJAPFHgPi-ItC,,@DarthUnivers,Gina Carano so bad tho...breaks my heart,0,1762646400
top,Ugx9OKAWZ-CBIKGBafJ4AaABAg.APCz0RhuMOJAPFiGX1Un5K,,@marcotrejo3900,"​@DarthUnivers like a bad actor maybe 😂 idk, man... She's built like a Space Marine. No offense to the Adeptus Astartes.",0,1762646400
top,Ugx9OKAWZ-CBIKGBafJ4AaABAg.APCz0RhuMOJAPFlwSR5aTX,,@DarthUnivers, @marcotrejo3900 aye in mandalorian and Deadpool she’s bad like fine asf acting wise tho idk,0,1762646400
top,Ugx9OKAWZ-CBIKGBafJ4AaABAg.APCz0RhuMOJAPLh2-ZOUhl,,@steveo8033,She can be dumb and racist,0,1762819200
top,UgwR_tFUrUIB4DCPLvp4AaABAg,,@sneakytacos773,"Why is bro giving her so much benefit of the doubt, she’s not stupid smh",82,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPD0pn1Z4Qd,,@JamesAbell-x8i,"Because facism is bad because of people getting kidnapped off the street by recently deputized white supremacist, its bad when leaders ignore the court orders and just do what they want. When race profiling is allowed. A million other things happening right now that needs to be stopped. A hot women in a jean advertisement not on that list and when the left tries to convince people they are its the political equivalent of shooting ourselves! God damnit we are gonna die because 80 percent of our movement wants to act in ways that normal people find annoying!",3,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPD6ScpdLIc,,@kMegalonyx," @JamesAbell-x8i  Nah, giving them the benefit of the doubt, compromising our values, and entertaining false realities has gotten us exactly here. Standing on principles means staying consistent and following through, always.

That doesn’t mean she needs punishment but we aren’t going to pretend a duck is not a duck. That is the path of becoming what we seek to replace and we cannot stumble on to it.

I agree that the left and even more so libs waste a lot of time and political capital on overblown causes of the week, while important issues are even more ignored don’t get me wrong. It’s not good but the solution is not to stop expressing reality accurately, not ever to let them set a false narrative. Giving them an inch is surrendering, surrendering to them, but also surrendering our selves, in our eyes and the eyes of the people. It is our integrity that makes us what we are, makes us different.",11,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPDEtH9Acvi,,@yeseew," @kMegalonyx  normal ppl don’t care about this they care about not being able to afford groceries, housing, and medical bills and playing the culture war games only benefits the right",0,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPDG8XxplSu,,@Robert_Bob_Bobrob,"Giving people endless charitability is kinda his thing. He's like that black guy that befriends clan-members to deradicalize them, and so far it's working out for him. After all you don't get to pal around with influencers and celebs if you hold them to task on their bullshit. Whether it's worth the tradeoff, I don't know. After all there is no way to tell what his platform would be if he stood more on principle.",6,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPDGCxcMxxp,,@_sushilicker_,"To be fair, being coy with this doesn’t suddenly make her ‘intelligent’, she’s a film major with a minor in business. Color crayon in the lines and you could get the highest marks across the board.",6,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPDbljB7beU,,@SeisoYabai,"No one is giving her the benefit of the doubt, how many times does he gotta say she's racist before you hear him say she's racist?

Like he went into extensive detail multiple times in this vid about why he thinks she's racist but all you hear is one joke about her being hot, yall are so fucking annoying.",0,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPE66f7W5os,,@Dell-ol6hb,Same bullshit he did with Graham Platner,2,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPE9_kGPflh,,@ricardomejia15,Big boobs are an OP build,0,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPED0mRPjiK,,@Calapooiablue, @Robert_Bob_Bobrob for some reason he only ever extends that endless charitably with hot white women or white “leftist presenting” men,0,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPENq4VBzkI,,@jesspavlichenko5745,Are we watching different clips? When did he give her the benefit of the doubt?.,1,1762560000
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPFJfZO44wC,,@user-dj9iu2et3r,"Because calling her a racist over that ad is LITERALLY INSANE NOT NORMAL BEHAVIOR. 

Where’s the proof that the ad was a dog whistle? Why would that company do that?",0,1762646400
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPFKeRX5P1W,,@Calapooiablue, @user-dj9iu2et3r you are literally a right winger with over 100 comments on this channel. You are one of them dude. You are the racist we are talking about,0,1762646400
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPFKmr2Qeot,,@Calapooiablue, @jesspavlichenko5745 in the beginning by saying she was stupid and didn’t know what she was doing,1,1762646400
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPGv3jMRvuH,,@jesspavlichenko5745,​ @Calapooiablue did you listen to the rest or...?,1,1762646400
top,UgwR_tFUrUIB4DCPLvp4AaABAg.APCxpRiVJWxAPKrFwhB06L,,@dacha993,Not sure why he is doing this im a bit disappointed,2,1762819200
top,Ugyc6L8di4k7mvIRfNl4AaABAg,,@nowheregeneration,I hate how quick Hasan is to accept that she’s stupid despite repeatedly showing that she’s not.,188,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPD-qJ0wO5M,,@ProjectileGrommet,Yeah this is a low. She’s clearly remarkably calculated and it’s disappointing he’s taking the act at face value,66,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPD0phSeI2s,,@nowheregeneration,"⁠ @ProjectileGrommet It pains me to say it, but this is one of Hasan’s blindspots. Subtly misogynistic.

Edit: ok yall dont get defensive, I love Hasan. I don’t think saying someone (especially a man) has misogynistic blindspots is wrong. Nor does it mean I’m calling him a bad person. It’s only natural.",73,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPD802iHwhS,,@LordCantinflas,"​ @ProjectileGrommet  ""remarkably calculated"" is such a funny thing to say about a racist. Man, you must have been home schooled or something.",0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPD8B0kDYcQ,,@LordCantinflas,​@nowheregeneration  can no longer call white racist women stupid because of misogyny? Seriously? This is your hill?,11,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDF6kOedrG,,@_sushilicker_, @nowheregeneration lmao huh?,0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDFJ3RyEBW,,@nowheregeneration," @LordCantinflas I never said that. Is literacy these days really that bad? He’s not recognizing that she’s playing a part on purpose. She’s allowing herself to be used as the face of white supremacy while putting on a bimbo act which allows for plausible deniability. I think misogyny does play into how easily Hasan is able to believe this act because it’s already expected of women like her (blonde, white, educated mainly in the arts). To believe her when she’s playing dumb is also to deny how complicit she is.",0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDFUUQa040,,@nowheregeneration, @_sushilicker_ He can easily believe when a women plays dumb because it’s expected of them,0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDFe_sGXSM,,@_sushilicker_,"⁠ @nowheregeneration Did he not do the same with Graham Platner? I feel like it’s more of a weirdly charitable thing than misogyny, but you do you ig. The majority of celebrities are stupid and surface level, even the ‘calculated’ move here is stupid in of itself- there’s a myriad of ways to keep relevant besides a dumb hint at eugenics. Stop glazing random celebrities, clown.",3,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDFmisneVO,,@nowheregeneration, @_sushilicker_ I’m not glazing celebrities you weirdo,0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDKkDFrwRq,,@drtg101we7,​ @ProjectileGrommet  Isn't that a form of stupidity in itself? Being obtuse and calculated on a topic like white supremacy? I find it stupid no matter how calculated it is.,9,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDTG8zQr1w,,@drtg101we7,"""Eichmann was not stupid, but rather intelligent, it was his thickheadedness that was so outrageous, as if speaking to a brick wall. And that was what I actually meant by banality … There’s simply resistance ever to imagine what another person is experiencing."" – Hannah Arendt",9,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDU1rfiHEF,,@serene_ladyred8803,"​ @_sushilicker_  ""remarkably calculated"" what are people even doing anymore lol",4,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDapXP5j-K,,@SeisoYabai,"Holy fuck holy fuck holy fuck how are you dumber than Twitch chatters. How many times does he have to say ""she's racist, and also stupid"" for yall to get HE IS SAYING SHES RACIST AND DUMB, NOT SHE CANT BE RACIST BECAUSE SHES DUMB

Like Jesus Christ how intentionally dense do you have to be to be like ""yea, actually Hasan is defending white supremacists cause he thinks this celebrity is a moron""",1,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDd01zJuTB,,@jerryfromtheblock6463,did you guys not hear her talk?,7,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDh8iehcbO,,@ergoproxy-gx2cq,"​ @nowheregeneration or that his type is mid aah white women. Remember that girl on fox that made him go ""she kinda bad tho""",0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPDqAXY3Ev9,,@XFry333X,How is she 5D chess playing this?,0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPE5qLyqK18,,@Dell-ol6hb," @jerryfromtheblock6463  That’s just an act, she’s very clearly not as stupid as she tries to present herself",10,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPECjX_S1Lc,,@Calapooiablue,⁠ @LordCantinflas calling a racist woman too stupid to be racist is handwaving away their racism. There’s another commenter here that explained incredibly well how this has been historically used to justify racist actions from women. How we cannot be speaking like this because not only is it misogynistic but it’s also allowing white supremacy to slip by,12,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPEH4XNo_Tj,,@LordCantinflas,​@Calapooiablue Most racists are stupid and vice versa. You're too stupid to understand that.,0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPEHKapGa9x,,@LordCantinflas,"Also, calling a woman, rightfully, stupid is not misogynistic. ​ @Calapooiablue ",0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPEN2R02Ih7,,@jesspavlichenko5745,​@ProjectileGrommet remarkably calculated? This is pushing it lol she is clearly unable to thread the needle she is trying to thread and she comes off looking dumb in the process,0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPEND2gkybr,,@jesspavlichenko5745,"​@nowheregeneration she's too stupid to denounce white supremacy while still signaling to her base of support that she actually does support them. It has nothing to do with her being a woman, Trump is likewise too stupid to accomplish that, its just not calculated whatsoever",0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPENY2TZfPc,,@jesspavlichenko5745,"​ @Calapooiablue No, that's not what he is saying. He is saying she is too stupid to pretend to not be racist. You're just genuinely misunderstanding Hasan's point here.",0,1762560000
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPKr7Uedptq,,@dacha993, @ProjectileGrommet  Hasan rarely has a bad take but this is one of them.,3,1762819200
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPLCoQ2Oajg,,@burninsage22,He totally ignored Taylor sSwift yatzee memorabilia controversy while making a video for clicks & reposted it 5 times,1,1762819200
top,Ugyc6L8di4k7mvIRfNl4AaABAg.APCxUFq6ikbAPLCvtB5_ws,,@burninsage22, @XFry333X throwing rocks & hiding hands is what 👱🏻‍♀️ do best,0,1762819200
top,Ugyd4Un2eY2ZwtDRsL94AaABAg,,@VampireSakuya,If I didn't hate Sweeney before... I sure as hell do now.,375,1762560000
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APE9dgBIUmr,,@clairenuno7337,Exactly how I felt,12,1762560000
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APEPe23OTqC,,@tommilota5792,good old leftists being mad over anything possible XD,0,1762560000
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APEUNI9XaZD,,@RahmenNoodles,I did lol she sucks,0,1762560000
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APFJMTyzYzV,,@user-dj9iu2et3r,"She didn’t do anything wrong, though? wtf? Don’t be weird. Just be normal.",8,1762646400
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APFSEx3r7TJ,,@nyct1b1us, @user-dj9iu2et3r  is she paying u dawg u have so many replies defending her hope ur at least getting paid,0,1762646400
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APFTcWv8fvx,,@VampireSakuya," @user-dj9iu2et3r  lmfao, okay, bot.",15,1762646400
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APGaY8KEI2P,,@evanhigh931,​ @user-dj9iu2et3r  being racist for the bag isn't better than regular 😂 people should have reproach for appealing to weirdos,0,1762646400
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APQ2fs6hO3Q,,@aragonconnelly,woke ass,0,1762930800
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APQ2gJhMmN0,,@aragonconnelly, @clairenuno7337  woke ass,0,1762930800
top,Ugyd4Un2eY2ZwtDRsL94AaABAg.APCwKC4LMP2APQ2iNP50GN,,@aragonconnelly," @VampireSakuya  lmfao, okay, woke ass.",1,1762930800
top,UgxOeTQMp6CRxaXC2xR4AaABAg,,@AstroMoonGoddess,Hasan’s high pitch laugh needs to place.,1,1762560000
top,UgxOeTQMp6CRxaXC2xR4AaABAg.APCwG-GePcxAPCxoP_hh6k,,@kami_1789,I think it pisses the right people off lol,1,1762560000
top,UgxOeTQMp6CRxaXC2xR4AaABAg.APCwG-GePcxAPD2_Gb8K2P,,@KarlMarxhaswifi,His forced laughter drives me up a wall,0,1762560000
top,UgzOG0BrbGq08dS_g8R4AaABAg,,@scoobertmcruppert2915,She’s obviously not as stupid as she’s playing…clearly just trying to be as monetizable as possible and willing to do whatever for the next bag and whatnot. Idk thoughand don’t really care either lol,163,1762560000
top,UgzkeMxOLeUz0igXQV54AaABAg,,@Jree6700,Billie Eilish is the cooler version of Sydney Sweeney,11,1762560000
top,Ugw4Iej14UPzsWJlXGh4AaABAg,,@dinugs4052,Her character on White Lotus was like peak woke lib looking back I doubt she could even follow what her character was saying 😂😂😂,12,1762560000
top,Ugw4Iej14UPzsWJlXGh4AaABAg.APCutx5M9U9APDH8MMYPaH,,@Robert_Bob_Bobrob,That character was making fun of performative woke people...,4,1762560000
top,UgySHdHH3APy4nzOh0Z4AaABAg,,@filthplanet,This video was a waste of time I agree with Hasan. Lmao,0,1762560000
top,UgwYTHTBZ_WsjQgICuF4AaABAg,,@sharkansas_,Chat is actually unbearable at times,12,1762560000
top,UgwYTHTBZ_WsjQgICuF4AaABAg.APCuZdvMc6GAPDbP4kKNGP,,@SeisoYabai,The comments are arguably worse because they have the benefit of seeing him respond to chatters and they just double down on saying Hasan is defending white supremacy because he's misogynistic lmfao,5,1762560000
top,Ugz5x3Yw5vB3tYs_t-R4AaABAg,,@NickT1994,I agree that she is dumb but like all these MAGA white supremacists are dumb. It’s more an explanation than an excuse.,0,1762560000
top,UgxsjSAHWMer1gfVwZV4AaABAg,,@sarahsann12,"She's actually a really intelligent person if you look into her background, and I think in regard to the jeans ad she related to it like it was just a job. A lot of people don't understand that because the work of an actor seems so elevated, but at the end of the day people working steadily, even though it can be fun/different, do approach it with some degree of typical work sensibility. And since it wasn't a concept she came up with herself, she did her job and seems to not feel inclined to take accountability for the innuendos entailed. Which are the work of the creatives or producers on the project, so why should she? That could be considered a cop out, but there are myriad actors who just show up to do the work that's asked of them, and don't have any inspiration to take ownership of the content, or any desire to have it be representative of who they are as a person. She can't help how others will receive the ad, or even how others will perceive her. And it's actually healthy to disassociate from being affected by either of those things as an actor. It's not out of the question to give her grace if that is her position, because at the end of the day, although highly personal in practice because it is literally her body and seeming personhood on display, it's really not a representation of her or her beliefs. And based on her response, it seems like she has a health way of approaching her work, so that she can leave it on the set/location when things are wrapped. And while maybe aware of the controversy, she doesn't feel inclined to offer commentary/explanation/converse about it, because all she did was show up and do her job. In the moment she had to understand the concept and agree to lend her presence to showcasing that, but not really something to be faulted for. All she was, was the messenger, a utility for the company. She signed a contract to be that, and fulfilled her end of the bargain effectively. That was her prerogative as an employed individual.",3,1762560000
top,UgxsjSAHWMer1gfVwZV4AaABAg.APCst3ZX6cRAPD8lqsfgLa,,@LordCantinflas,Can I report this as spam?,0,1762560000
top,UgxgRcxYmVaglvvJH5x4AaABAg,,@tangimeme,"I can't help but admire the Paris Hilton approach, even when it's used by less entertaining characters like Sweeney. Paris playing dumb at least made more sense for the time and environment she was trying to navigate. The doors Paris opened... 😂",66,1762560000
