speaker_A,speaker_B,n_points,n_A,n_B,centroid_dist_mean,centroid_dist_std,centroid_dist_slope,cross_nn_A_to_B,cross_nn_B_to_A,hausdorff_AB,turn_jump_mean,turn_jump_std,turn_jump_A_to_B_mean,turn_jump_B_to_A_mean,k_clusters,mi_speaker_cluster,nmi_speaker_cluster,convo_id,source_csv,window,step,min_chars
Speaker 1 (Bettina Warburg),Speaker 3 (Teen - Ian),28,20,8,0.7312131071090698,0.09612134502546583,-0.013004552859526416,1.0956380307674407,1.052530713379383,1.2458178997039795,0.9807130098342896,0.26323336362838745,1.1641974747180939,1.1711451709270477,5.0,0.13709920074709722,0.12766672538252516,wired_blockchain_13,/Users/yume/PycharmProjects/horizons_2/data/wired/wired_blockchain/wired_blockchain_13.csv,3,1,10
