speaker_A,speaker_B,n_points,n_A,n_B,centroid_dist_mean,centroid_dist_std,centroid_dist_slope,cross_nn_A_to_B,cross_nn_B_to_A,hausdorff_AB,turn_jump_mean,turn_jump_std,turn_jump_A_to_B_mean,turn_jump_B_to_A_mean,k_clusters,mi_speaker_cluster,nmi_speaker_cluster,convo_id,source_csv,window,step,min_chars
Speaker 5 (Grad Student),Speaker 1 (Bettina Warburg),32,17,15,0.625818591693352,0.1512073371466878,-0.01603841220804036,1.01978179286508,0.9731929699579874,1.2088934183120728,0.9571438431739807,0.2619788348674774,1.1020254438573664,1.1224630653858185,5.0,0.256718999393709,0.22908306910067944,wired_blockchain_15,/Users/yume/PycharmProjects/horizons_2/data/wired/wired_blockchain/wired_blockchain_15.csv,3,1,10
