dataset,conversation_id,n_utterances_historical,n_utterances_rebuilt,n_utterances_difference,expert_n_utterances_historical,expert_n_utterances_rebuilt,expert_n_utterances_difference,partner_n_utterances_historical,partner_n_utterances_rebuilt,partner_n_utterances_difference,speaker_centroid_cosine_distance_historical,speaker_centroid_cosine_distance_rebuilt,speaker_centroid_cosine_distance_difference,radial_distance_median_historical,radial_distance_median_rebuilt,radial_distance_median_difference,radial_distance_q90_historical,radial_distance_q90_rebuilt,radial_distance_q90_difference,participation_ratio_historical,participation_ratio_rebuilt,participation_ratio_difference
wired,wired_fractal_14,47,47,0,35,35,0,10,10,0,0.3280720114707947,0.3280720114707947,0.0,0.5536043286430661,0.553604341243175,1.2600108956206668e-08,0.7259863877056831,0.7259863454180521,-4.228763106350897e-08,23.43716590783529,23.43716680211792,8.94282628394194e-07
wired,wired_gravity_14,104,102,-2,73,71,-2,10,10,0,0.2306740283966064,0.231886625289917,0.0012125968933106024,0.563331769110401,0.5666825654723335,0.0033507963619325842,0.6989278073793445,0.6989937532571895,6.594587784503059e-05,30.583747163491328,30.320830205629186,-0.2629169578621422
wired,wired_hacking_14,56,56,0,41,41,0,14,14,0,0.2019294500350952,0.2019422650337219,1.2814998626708984e-05,0.5422791851091622,0.542442567445824,0.00016338233666179924,0.6563311840407571,0.6582015517006741,0.0018703676599169938,24.00533298874441,23.987191478054537,-0.018141510689872575
wired,wired_infinity_14,92,92,0,63,63,0,14,14,0,0.1623880267143249,0.1623880863189697,5.96046448031462e-08,0.5515361024555552,0.5515361597312942,5.7275739040463236e-08,0.7230016471412944,0.7230016635346725,1.6393378099444078e-08,26.73606629047173,26.73607031910942,4.028637690112191e-06
wired,wired_internet_14,62,63,1,43,43,0,15,16,1,0.1782437562942505,0.1892865300178527,0.011042773723602212,0.6071264616741652,0.6091495248805117,0.002023063206346487,0.7215883173852622,0.7327274134224616,0.011139096037199425,29.919717519842376,30.30336404703498,0.38364652719260306
wired,wired_laser_14,64,64,0,46,46,0,10,10,0,0.3609763979911804,0.3609764575958252,5.960464477539063e-08,0.5674369460162616,0.5674369445937426,-1.4225189914895964e-09,0.7398535573704478,0.7398535846909486,2.7320500861627295e-08,24.920168010976283,24.920168799283363,7.883070800573933e-07
wired,wired_machine_14,57,57,0,30,30,0,21,21,0,0.1370529532432556,0.1370528936386108,-5.960464477539063e-08,0.514849501688824,0.514849563057095,6.13682709094121e-08,0.7520855594531334,0.752085493825031,-6.562810239696404e-08,28.520629689203993,28.52063018458935,4.953853576239453e-07
wired,wired_memory_14,49,49,0,37,37,0,11,11,0,0.136349081993103,0.136349081993103,0.0,0.3901705065138577,0.3901704610718176,-4.5442040130794226e-08,0.7433093587234849,0.743309268167526,-9.05559589536864e-08,23.125437092697176,23.12543843745804,1.3447608644412412e-06
wired,wired_moravec_14,49,49,0,29,29,0,14,14,0,0.1432708501815796,0.1432707905769348,-5.96046448031462e-08,0.4759978747663593,0.4759979256363595,5.0870000212199784e-08,0.7047059828137725,0.704705992700951,9.88717852035137e-09,20.46982158995696,20.469821000149945,-5.898070156717949e-07
wired,wired_nano_14,86,86,0,45,45,0,25,25,0,0.1298111677169799,0.1298112273216247,5.96046448031462e-08,0.5562359154954404,0.5562358963723945,-1.9123045924551718e-08,0.7723858344567736,0.7723857588818028,-7.557497072596675e-08,29.744735834190305,29.744735168180213,-6.660100915212297e-07
