speaker_A,speaker_B,n_points,n_A,n_B,centroid_dist_mean,centroid_dist_std,centroid_dist_slope,cross_nn_A_to_B,cross_nn_B_to_A,hausdorff_AB,turn_jump_mean,turn_jump_std,turn_jump_A_to_B_mean,turn_jump_B_to_A_mean,k_clusters,mi_speaker_cluster,nmi_speaker_cluster,convo_id,source_csv,window,step,min_chars
Speaker 6 (Expert),Speaker 1 (Bettina Warburg),65,42,23,0.620945463746281,0.12303248137191088,-0.0069277546929727984,1.0233437759535653,0.8933581761691881,1.2751628160476685,0.9040194153785706,0.2510685622692108,1.1339477181434632,1.1169680229255132,8.0,0.24935204283877271,0.1870895704803771,wired_blockchain_16,/Users/yume/PycharmProjects/horizons_2/data/wired/wired_blockchain/wired_blockchain_16.csv,3,1,10
