video_uid,conversation_uid,conversation_id,level_label,stage,trajectory_type,n_turns,lag,lag_distance_observed,lag_distance_null_mean,lag_distance_null_sd,lag_distance_z
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,Beginning,joint,10,3,0.9968691818600439,1.0097829560427478,0.028257515878212052,-0.45700316469293956
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,End,joint,10,1,0.9641849222321568,0.9964489581520927,0.01952787999963927,-1.6522037169693728
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,End,joint,10,2,0.9958846001218896,1.006029653334396,0.020487887089981813,-0.4951732293305686
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,End,joint,10,3,0.9828502399991615,0.9949879600080339,0.02383462127782263,-0.5092474458642284
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,Middle,joint,10,1,0.9562462359092946,1.0062702985667356,0.032499240312874246,-1.5392379075896259
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,Middle,joint,10,2,0.936952237029219,0.994694248816954,0.02623202475206423,-2.201203007907012
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,Middle,joint,10,3,1.0339344980124399,1.0014026984810065,0.03951467626855983,0.8232839694885101
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Beginning,joint,15,1,0.929112822145567,1.0089288354466721,0.02565206756577494,-3.1114846043675577
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Beginning,joint,15,2,0.9148670468908627,0.9892014206706531,0.04454489766140548,-1.6687517018182538
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Beginning,joint,15,3,1.009874799799772,1.0057247050566187,0.02709670989573849,0.15315862180765663
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Beginning,expert,8,1,0.9265850237894715,1.0006572879592794,0.03115296044465267,-2.377695830911706
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Beginning,expert,8,2,0.9878191238106064,1.0002485535506345,0.03457056710167582,-0.3595379185846654
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Beginning,expert,8,3,1.0177301002427024,0.9989559559439747,0.03765078578698554,0.49863884395255353
gravity,gravity::wired_gravity_12,wired_gravity_12,child,End,joint,15,1,1.0410643241547097,1.0293854172511783,0.02087729679807004,0.5594070447190794
gravity,gravity::wired_gravity_12,wired_gravity_12,child,End,joint,15,2,0.9616831044834213,0.9610627043308813,0.04277131462687977,0.014505052228396194
gravity,gravity::wired_gravity_12,wired_gravity_12,child,End,joint,15,3,1.042806453752281,1.0289670703339548,0.022991720375324733,0.6019290071559366
gravity,gravity::wired_gravity_12,wired_gravity_12,child,End,expert,8,1,0.9557970521949155,0.9990357097231601,0.02856426958551078,-1.513732301076497
