video_uid,conversation_uid,conversation_id,level_label,_role,_turn_order,_conversation_time,_embedding_row
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1692,0.0,480
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1693,0.027777777777777776,481
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1694,0.05555555555555555,482
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1695,0.08333333333333333,483
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1696,0.1111111111111111,484
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1697,0.1388888888888889,485
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1698,0.16666666666666666,486
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1699,0.19444444444444445,487
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1700,0.2222222222222222,488
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1701,0.25,489
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1703,0.2777777777777778,490
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1706,0.3055555555555556,491
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1707,0.3333333333333333,492
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1713,0.3611111111111111,493
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1714,0.3888888888888889,494
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1727,0.4166666666666667,495
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1728,0.4444444444444444,496
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1739,0.4722222222222222,497
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1740,0.5,498
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1743,0.5277777777777778,499
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1744,0.5555555555555556,500
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1746,0.5833333333333334,501
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1748,0.6111111111111112,502
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1753,0.6388888888888888,503
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1754,0.6666666666666666,504
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1772,0.6944444444444444,505
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1773,0.7222222222222222,506
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1774,0.75,507
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1775,0.7777777777777778,508
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1794,0.8055555555555556,509
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1795,0.8333333333333334,510
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1797,0.8611111111111112,511
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1798,0.8888888888888888,512
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1802,0.9166666666666666,513
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1803,0.9444444444444444,514
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,1805,0.9722222222222222,515
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,1808,1.0,516
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1809,0.0,517
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1810,0.03225806451612903,518
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1811,0.06451612903225806,519
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1812,0.0967741935483871,520
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1813,0.12903225806451613,521
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1814,0.16129032258064516,522
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1818,0.1935483870967742,523
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1838,0.22580645161290322,524
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1839,0.25806451612903225,525
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1850,0.2903225806451613,526
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1851,0.3225806451612903,527
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1863,0.3548387096774194,528
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1864,0.3870967741935484,529
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1866,0.41935483870967744,530
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1867,0.45161290322580644,531
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1872,0.4838709677419355,532
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1873,0.5161290322580645,533
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1876,0.5483870967741935,534
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1877,0.5806451612903226,535
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1881,0.6129032258064516,536
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1882,0.6451612903225806,537
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1896,0.6774193548387096,538
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1897,0.7096774193548387,539
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1901,0.7419354838709677,540
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1902,0.7741935483870968,541
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1903,0.8064516129032258,542
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1904,0.8387096774193549,543
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1905,0.8709677419354839,544
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1906,0.9032258064516129,545
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1908,0.9354838709677419,546
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,1910,0.967741935483871,547
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,1912,1.0,548
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1913,0.0,549
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1914,0.03225806451612903,550
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1917,0.06451612903225806,551
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1918,0.0967741935483871,552
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1920,0.12903225806451613,553
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1922,0.16129032258064516,554
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1923,0.1935483870967742,555
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1926,0.22580645161290322,556
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1929,0.25806451612903225,557
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1930,0.2903225806451613,558
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1931,0.3225806451612903,559
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1933,0.3548387096774194,560
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1935,0.3870967741935484,561
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1936,0.41935483870967744,562
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1940,0.45161290322580644,563
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1948,0.4838709677419355,564
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1949,0.5161290322580645,565
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1962,0.5483870967741935,566
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1965,0.5806451612903226,567
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1970,0.6129032258064516,568
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1973,0.6451612903225806,569
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1974,0.6774193548387096,570
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1975,0.7096774193548387,571
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1981,0.7419354838709677,572
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1986,0.7741935483870968,573
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1988,0.8064516129032258,574
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1992,0.8387096774193549,575
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1994,0.8709677419354839,576
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,1995,0.9032258064516129,577
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,1998,0.9354838709677419,578
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,2001,0.967741935483871,579
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,2003,1.0,580
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2004,0.0,581
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2007,0.02702702702702703,582
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2008,0.05405405405405406,583
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2009,0.08108108108108109,584
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2012,0.10810810810810811,585
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2019,0.13513513513513514,586
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2022,0.16216216216216217,587
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2023,0.1891891891891892,588
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2031,0.21621621621621623,589
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2032,0.24324324324324326,590
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2036,0.2702702702702703,591
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2037,0.2972972972972973,592
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2044,0.32432432432432434,593
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2052,0.35135135135135137,594
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2062,0.3783783783783784,595
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2064,0.40540540540540543,596
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2067,0.43243243243243246,597
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2068,0.4594594594594595,598
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2078,0.4864864864864865,599
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2081,0.5135135135135135,600
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2084,0.5405405405405406,601
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2089,0.5675675675675675,602
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2094,0.5945945945945946,603
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2096,0.6216216216216216,604
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2100,0.6486486486486487,605
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2108,0.6756756756756757,606
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2114,0.7027027027027027,607
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2115,0.7297297297297297,608
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2116,0.7567567567567568,609
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2118,0.7837837837837838,610
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2120,0.8108108108108109,611
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2126,0.8378378378378378,612
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2129,0.8648648648648649,613
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2134,0.8918918918918919,614
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2138,0.918918918918919,615
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2141,0.9459459459459459,616
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,2146,0.972972972972973,617
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,2148,1.0,618
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2154,0.0,619
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2155,0.05555555555555555,620
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2157,0.1111111111111111,621
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2160,0.16666666666666666,622
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2162,0.2222222222222222,623
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2163,0.2777777777777778,624
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2164,0.3333333333333333,625
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2170,0.3888888888888889,626
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2171,0.4444444444444444,627
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2174,0.5,628
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2175,0.5555555555555556,629
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2181,0.6111111111111112,630
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2182,0.6666666666666666,631
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2186,0.7222222222222222,632
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2187,0.7777777777777778,633
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2189,0.8333333333333334,634
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2190,0.8888888888888888,635
hacking,hacking::wired_hacking_12,wired_hacking_12,child,partner,2192,0.9444444444444444,636
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,2193,1.0,637
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2194,0.0,638
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2195,0.058823529411764705,639
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2198,0.11764705882352941,640
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2200,0.17647058823529413,641
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2201,0.23529411764705882,642
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2203,0.29411764705882354,643
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2204,0.35294117647058826,644
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2206,0.4117647058823529,645
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2207,0.47058823529411764,646
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2212,0.5294117647058824,647
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2213,0.5882352941176471,648
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2217,0.6470588235294118,649
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2218,0.7058823529411765,650
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2221,0.7647058823529411,651
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2222,0.8235294117647058,652
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2224,0.8823529411764706,653
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,expert,2225,0.9411764705882353,654
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,partner,2228,1.0,655
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2231,0.0,656
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2232,0.05555555555555555,657
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2234,0.1111111111111111,658
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2235,0.16666666666666666,659
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2236,0.2222222222222222,660
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2242,0.2777777777777778,661
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2244,0.3333333333333333,662
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2250,0.3888888888888889,663
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2251,0.4444444444444444,664
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2255,0.5,665
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2256,0.5555555555555556,666
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2257,0.6111111111111112,667
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2258,0.6666666666666666,668
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2265,0.7222222222222222,669
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2266,0.7777777777777778,670
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2274,0.8333333333333334,671
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2277,0.8888888888888888,672
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,partner,2281,0.9444444444444444,673
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,2284,1.0,674
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2287,0.0,675
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2288,0.047619047619047616,676
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2297,0.09523809523809523,677
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2298,0.14285714285714285,678
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2299,0.19047619047619047,679
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2300,0.23809523809523808,680
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2303,0.2857142857142857,681
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2309,0.3333333333333333,682
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2315,0.38095238095238093,683
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2326,0.42857142857142855,684
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2330,0.47619047619047616,685
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2331,0.5238095238095238,686
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2332,0.5714285714285714,687
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2334,0.6190476190476191,688
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2335,0.6666666666666666,689
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2338,0.7142857142857143,690
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2340,0.7619047619047619,691
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2342,0.8095238095238095,692
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2344,0.8571428571428571,693
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2348,0.9047619047619048,694
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,expert,2350,0.9523809523809523,695
hacking,hacking::wired_hacking_15,wired_hacking_15,graduate,partner,2352,1.0,696
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2354,0.0,697
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2355,0.058823529411764705,698
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2358,0.11764705882352941,699
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2360,0.17647058823529413,700
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2364,0.23529411764705882,701
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2367,0.29411764705882354,702
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2370,0.35294117647058826,703
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2385,0.4117647058823529,704
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2386,0.47058823529411764,705
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2387,0.5294117647058824,706
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2394,0.5882352941176471,707
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2398,0.6470588235294118,708
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2411,0.7058823529411765,709
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2414,0.7647058823529411,710
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2423,0.8235294117647058,711
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2425,0.8823529411764706,712
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,expert,2438,0.9411764705882353,713
hacking,hacking::wired_hacking_16,wired_hacking_16,expert,partner,2445,1.0,714
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2448,0.0,715
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2449,0.043478260869565216,716
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2450,0.08695652173913043,717
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2453,0.13043478260869565,718
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2454,0.17391304347826086,719
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2456,0.21739130434782608,720
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2457,0.2608695652173913,721
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2461,0.30434782608695654,722
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2462,0.34782608695652173,723
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2464,0.391304347826087,724
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2465,0.43478260869565216,725
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2470,0.4782608695652174,726
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2471,0.5217391304347826,727
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2472,0.5652173913043478,728
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2473,0.6086956521739131,729
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2475,0.6521739130434783,730
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2476,0.6956521739130435,731
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2480,0.7391304347826086,732
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2481,0.782608695652174,733
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2482,0.8260869565217391,734
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2483,0.8695652173913043,735
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2485,0.9130434782608695,736
infinity,infinity::wired_infinity_12,wired_infinity_12,child,expert,2486,0.9565217391304348,737
infinity,infinity::wired_infinity_12,wired_infinity_12,child,partner,2490,1.0,738
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2491,0.0,739
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2492,0.06666666666666667,740
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2493,0.13333333333333333,741
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2502,0.2,742
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2503,0.26666666666666666,743
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2514,0.3333333333333333,744
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2515,0.4,745
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2518,0.4666666666666667,746
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2519,0.5333333333333333,747
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2522,0.6,748
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2523,0.6666666666666666,749
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2531,0.7333333333333333,750
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2532,0.8,751
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2536,0.8666666666666667,752
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,expert,2537,0.9333333333333333,753
infinity,infinity::wired_infinity_13,wired_infinity_13,teenager,partner,2540,1.0,754
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2544,0.0,755
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2545,0.029411764705882353,756
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2546,0.058823529411764705,757
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2549,0.08823529411764706,758
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2550,0.11764705882352941,759
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2552,0.14705882352941177,760
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2553,0.17647058823529413,761
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2556,0.20588235294117646,762
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2557,0.23529411764705882,763
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2562,0.2647058823529412,764
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2563,0.29411764705882354,765
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2570,0.3235294117647059,766
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2571,0.35294117647058826,767
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2577,0.38235294117647056,768
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2578,0.4117647058823529,769
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2582,0.4411764705882353,770
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2583,0.47058823529411764,771
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2588,0.5,772
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2590,0.5294117647058824,773
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2594,0.5588235294117647,774
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2595,0.5882352941176471,775
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2599,0.6176470588235294,776
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2600,0.6470588235294118,777
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,partner,2604,0.6764705882352942,778
infinity,infinity::wired_infinity_14,wired_infinity_14,undergraduate,expert,2605,0.7058823529411765,779
