video_uid,conversation_uid,conversation_id,level_label,trajectory_type,n_turns,lag,lag_distance_observed,lag_distance_null_mean,lag_distance_null_sd,lag_distance_z
laser,laser::wired_laser_16,wired_laser_16,expert,expert,21,3,1.021268264429079,0.9997735266655176,0.0162893773588194,1.3195555170758986
laser,laser::wired_laser_16,wired_laser_16,expert,expert,21,4,0.9884696807221721,0.9999218181590817,0.018685646581315135,-0.6128841936013708
laser,laser::wired_laser_16,wired_laser_16,expert,expert,21,5,0.9518229980854027,1.0003856326030378,0.01893229975050696,-2.5650679081570487
laser,laser::wired_laser_16,wired_laser_16,expert,expert,21,6,1.0406175128652673,0.9998613382972729,0.019545322717829675,2.0852136931367076
laser,laser::wired_laser_16,wired_laser_16,expert,partner,21,1,0.9174002907855792,0.9995459733358016,0.027522301966046964,-2.9846951992446686
laser,laser::wired_laser_16,wired_laser_16,expert,partner,21,2,0.9716679108044234,0.9992393993453934,0.030521628197033267,-0.9033426514136621
laser,laser::wired_laser_16,wired_laser_16,expert,partner,21,3,0.9906891708225627,1.000997426988606,0.027862627707039306,-0.3699671213508315
laser,laser::wired_laser_16,wired_laser_16,expert,partner,21,4,1.0489708618755775,1.002318644983086,0.03002086457578458,1.5539931161783407
laser,laser::wired_laser_16,wired_laser_16,expert,partner,21,5,1.0276397996239903,0.996702289433909,0.03277945575202505,0.9438079272615753
laser,laser::wired_laser_16,wired_laser_16,expert,partner,21,6,1.0002294624794918,1.0016074098684848,0.03185218050300411,-0.0432606925878445
memory,memory::wired_memory_12,wired_memory_12,child,joint,17,1,0.9467276278382153,1.0108415715010088,0.02403973218968816,-2.6669990812250073
memory,memory::wired_memory_12,wired_memory_12,child,joint,17,2,0.950757899744897,0.994430402452547,0.02147323428225346,-2.0338111219576787
memory,memory::wired_memory_12,wired_memory_12,child,joint,17,3,0.9914825612364165,1.0102420749719196,0.029250487112270247,-0.641340216438095
memory,memory::wired_memory_12,wired_memory_12,child,joint,17,4,0.9730975525829318,0.9946225187366955,0.025045939977023726,-0.8594193778915825
memory,memory::wired_memory_12,wired_memory_12,child,joint,17,5,1.0110629759280336,1.0104499793487978,0.03090007055807591,0.01983803169911041
memory,memory::wired_memory_12,wired_memory_12,child,joint,17,6,1.014960195561016,0.9921989866047067,0.028728013003508482,0.7923001480655625
memory,memory::wired_memory_13,wired_memory_13,teenager,joint,11,1,1.0083207244815078,1.054186140678703,0.013798275500223426,-3.323996262899123
memory,memory::wired_memory_13,wired_memory_13,teenager,joint,11,2,0.933807415833863,0.941975442483829,0.026775315277995673,-0.3050580941871737
memory,memory::wired_memory_13,wired_memory_13,teenager,joint,11,3,1.0838405882035553,1.0537232588734395,0.02001495157175031,1.504741553940319
memory,memory::wired_memory_13,wired_memory_13,teenager,joint,11,4,0.9319841156947396,0.9389465563025908,0.033499372092358835,-0.2078379436084819
memory,memory::wired_memory_13,wired_memory_13,teenager,joint,11,5,1.076879107826645,1.0531402793358648,0.02258042262708814,1.0513013366854542
memory,memory::wired_memory_13,wired_memory_13,teenager,joint,11,6,0.9390680868831082,0.9390917746949888,0.03723525045805053,-0.000636166309861541
memory,memory::wired_memory_14,wired_memory_14,undergraduate,joint,13,1,0.9455147556649244,1.004562249456468,0.02332671232261712,-2.5313251595379107
memory,memory::wired_memory_14,wired_memory_14,undergraduate,joint,13,2,0.9208190940680218,1.0025714333565856,0.03055545690065095,-2.675539742520499
memory,memory::wired_memory_14,wired_memory_14,undergraduate,joint,13,3,1.0026836223156392,1.0010200752364327,0.027110222013193363,0.06136235543910328
memory,memory::wired_memory_14,wired_memory_14,undergraduate,joint,13,4,1.0126884780283225,0.9978787902838913,0.037008675056990674,0.40016800713955336
memory,memory::wired_memory_14,wired_memory_14,undergraduate,joint,13,5,1.029914472580816,0.9995004902705191,0.029560839596294575,1.028860571135783
memory,memory::wired_memory_14,wired_memory_14,undergraduate,joint,13,6,1.0098170040515084,0.9977479632017461,0.03896934950860273,0.30970598693463
memory,memory::wired_memory_15,wired_memory_15,graduate,joint,15,1,0.9750341878550931,1.0079199318375744,0.01788198891299444,-1.8390428571725606
memory,memory::wired_memory_15,wired_memory_15,graduate,joint,15,2,0.9405740042276253,0.9911393989393688,0.02178282499390176,-2.321342375284179
memory,memory::wired_memory_15,wired_memory_15,graduate,joint,15,3,0.9960507135131447,1.0070107935931483,0.020281155047217874,-0.5404070948861998
memory,memory::wired_memory_15,wired_memory_15,graduate,joint,15,4,0.9574282966915301,0.9895630611655004,0.026193821259285162,-1.2268070456722402
memory,memory::wired_memory_15,wired_memory_15,graduate,joint,15,5,0.9936747785093211,1.009250936381858,0.024441485488456,-0.63728360045439
memory,memory::wired_memory_15,wired_memory_15,graduate,joint,15,6,0.9800598846883473,0.9920957186980265,0.027988703828895792,-0.43002470151023287
memory,memory::wired_memory_16,wired_memory_16,expert,joint,18,1,0.8843984285721916,0.9976873820232993,0.02477943308668434,-4.571894484219878
memory,memory::wired_memory_16,wired_memory_16,expert,joint,18,2,0.944830931249424,1.0018944178590068,0.021955438431818287,-2.599059307642211
memory,memory::wired_memory_16,wired_memory_16,expert,joint,18,3,0.958013151116388,0.9992952706195952,0.028551606861698112,-1.4458772741994808
memory,memory::wired_memory_16,wired_memory_16,expert,joint,18,4,0.92262055415255,1.0041014636188434,0.026800335924820045,-3.040294334177851
memory,memory::wired_memory_16,wired_memory_16,expert,joint,18,5,0.9716546722235444,0.9990086880990854,0.03434775899795202,-0.7963842961973724
memory,memory::wired_memory_16,wired_memory_16,expert,joint,18,6,1.0045544603532301,1.0033390655477343,0.03031275621937261,0.0400951598297442
moravec,moravec::wired_moravec_12,wired_moravec_12,child,joint,29,1,0.9493207979749791,1.0289700957954286,0.01319310036158685,-6.037193353910738
moravec,moravec::wired_moravec_12,wired_moravec_12,child,joint,29,2,0.9462423470812383,0.9703694354793978,0.024335419574072127,-0.9914391787953958
moravec,moravec::wired_moravec_12,wired_moravec_12,child,joint,29,3,1.0322883145390533,1.0290713460904577,0.012890290746595173,0.2495652357139713
moravec,moravec::wired_moravec_12,wired_moravec_12,child,joint,29,4,0.9581697605204406,0.9681311757094749,0.024917399333742513,-0.39977748301946087
moravec,moravec::wired_moravec_12,wired_moravec_12,child,joint,29,5,1.0313311418016906,1.028480525604564,0.014734968803906592,0.1934592624567288
moravec,moravec::wired_moravec_12,wired_moravec_12,child,joint,29,6,0.9716836685591139,0.9704412490574458,0.026532009894458173,0.04682719125352257
moravec,moravec::wired_moravec_12,wired_moravec_12,child,expert,15,1,0.9171220588244391,0.9990559305854918,0.028387166092839828,-2.886299798052723
moravec,moravec::wired_moravec_12,wired_moravec_12,child,expert,15,2,0.9600051368021235,1.0001988708638607,0.030540416490480254,-1.3160833636393265
moravec,moravec::wired_moravec_12,wired_moravec_12,child,expert,15,3,1.0247486805290207,0.999213877440645,0.03540733263056109,0.7211727399746518
moravec,moravec::wired_moravec_12,wired_moravec_12,child,expert,15,4,1.0551555875435659,0.9998369963831573,0.032998603998285796,1.6763918607975743
moravec,moravec::wired_moravec_12,wired_moravec_12,child,expert,15,5,1.045813382248138,0.9985028936263091,0.03841438955098786,1.2315824662274821
moravec,moravec::wired_moravec_12,wired_moravec_12,child,expert,15,6,1.0174420303977576,1.0002478269072106,0.03562706854409794,0.48261628568358433
moravec,moravec::wired_moravec_12,wired_moravec_12,child,partner,14,1,1.0372891710486032,0.998235971126333,0.042484821774575195,0.9192271096130938
moravec,moravec::wired_moravec_12,wired_moravec_12,child,partner,14,2,1.0177319792642734,0.9985933563569679,0.045449548885573676,0.42109599273449266
moravec,moravec::wired_moravec_12,wired_moravec_12,child,partner,14,3,0.9779334815569409,0.9995682824385191,0.05076705312556788,-0.4261582965642385
moravec,moravec::wired_moravec_12,wired_moravec_12,child,partner,14,4,1.0513529233074212,1.0005072662003787,0.04914680319120605,1.0345669261381485
moravec,moravec::wired_moravec_12,wired_moravec_12,child,partner,14,5,0.7901265917621477,1.0018106662412711,0.04925233137703919,-4.297950341855448
moravec,moravec::wired_moravec_12,wired_moravec_12,child,partner,14,6,1.0606088153342519,0.9973594351881222,0.05813518501095732,1.0879707381030685
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,joint,28,1,0.9367162909313044,1.0131952933925914,0.019131758642915647,-3.997489404331716
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,joint,28,2,0.9356088834388999,0.9887025310014274,0.023648579428410012,-2.245109382711752
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,joint,28,3,0.9812761328049616,1.0120127061421285,0.019701093207820222,-1.560145572275459
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,joint,28,4,0.9688385448735841,0.98613548178809,0.025567942503352314,-0.676508753578352
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,joint,28,5,1.018687780022284,1.012102629331048,0.02154233632275613,0.3056841464442187
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,joint,28,6,1.0058363001335013,0.9863749155062569,0.027036038703161697,0.719831216433662
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,expert,14,1,0.9494943209505203,0.999434346861003,0.02346761144321724,-2.128040428456839
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,expert,14,2,0.9623782435270828,0.9995447173501267,0.025662451135728452,-1.4482823026713554
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,expert,14,3,1.0121179206184685,1.0019239682767334,0.027906059117871973,0.3652953037430713
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,expert,14,4,0.9936288117204051,0.999777142840386,0.028228516073488065,-0.21780567933414577
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,expert,14,5,0.9438325129777844,1.0014877843007477,0.03143207341432008,-1.8342815175754923
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,expert,14,6,0.9959708976642695,0.9995389948730411,0.032404372638129376,-0.11011159662363335
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,partner,14,1,0.9464521799604458,0.9986153663103434,0.042318374014549694,-1.2326368289094258
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,partner,14,2,0.9999635313614456,0.995670796050729,0.04569099039470956,0.09395146118814829
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,partner,14,3,1.025748595743739,1.001786010813931,0.048311434456361754,0.4960023480870276
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,partner,14,4,0.9491838249150402,1.0032915360914894,0.04750014321032133,-1.1391062746247067
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,partner,14,5,0.9390491445261911,1.0001833959161863,0.05075390704844508,-1.2045230593113148
moravec,moravec::wired_moravec_13,wired_moravec_13,teenager,partner,14,6,1.0614087909752004,1.002167808176719,0.052369504359097936,1.1312114468807217
