video_uid,conversation_uid,conversation_id,level_label,stage,trajectory_type,n_turns,maximum_lag,recurrence_threshold,mean_pairwise_distance,mean_adjacent_distance,temporal_locality_observed,temporal_locality_null_mean,temporal_locality_null_sd,temporal_locality_z,temporal_locality_p_perm,lag_growth_slope_observed,lag_growth_slope_null_mean,lag_growth_slope_null_sd,lag_growth_slope_z,lag_growth_slope_p_perm,lag_contrast_observed,lag_contrast_null_mean,lag_contrast_null_sd,lag_contrast_z,lag_contrast_p_perm,recurrence_determinism_observed,recurrence_determinism_null_mean,recurrence_determinism_null_sd,recurrence_determinism_z,recurrence_determinism_p_perm
nuclear,nuclear::wired_nuclear_14,wired_nuclear_14,undergraduate,End,joint,8,3,0.9558783270561525,1.14928581837438,1.2413606479319814,-0.08011482268861347,-0.04421077341942383,0.02026046795008972,-1.7721233960457783,0.9720558882235529,-0.08513678884218208,-0.012512966977406208,0.05464639186518689,-1.32897743814339,0.8962075848303394,-0.04658848057359166,0.0035458008404002967,0.038535045085575766,-1.3010048723871341,0.8842315369261478,0.0,0.316,0.34309293034254634,-0.9210332596608838,1.0
sensing,sensing::wired_sensing_12,wired_sensing_12,child,Beginning,joint,10,3,1.0774742330265161,1.2275080935301712,1.2113757218586327,0.01314237499252946,0.02280403018233896,0.06235765490232711,-0.15493936077203152,0.43313373253493015,0.0236087853741194,0.010959969521968215,0.1716391913254906,0.0736942172383253,0.5029940119760479,0.011653555885441258,0.0025249040712294083,0.12082767686897673,0.0755509999924172,0.5149700598802395,0.0,0.11303333333333333,0.22189147369071602,-0.5094081870441094,1.0
sensing,sensing::wired_sensing_12,wired_sensing_12,child,End,joint,11,3,0.36377049412513823,1.0742098245865395,1.2698757975497663,-0.18214874644116952,0.03279974952012637,0.09839713303966277,-2.1844995816560284,0.998003992015968,-0.5269519093226451,0.015681629750084327,0.26484562543008333,-2.048867290866314,0.9820359281437125,-0.3666808930812908,0.0026075002727728195,0.18542972816893682,-1.991527448164198,0.9820359281437125,0.0,0.1323333333333333,0.23017980637820162,-0.5749128710096328,1.0
sensing,sensing::wired_sensing_12,wired_sensing_12,child,Middle,joint,10,3,1.061343300817437,1.2206643964938264,1.1655337446849943,0.04516446286726028,0.010189167664555035,0.02393477955942297,1.4612750084399961,0.08982035928143713,0.14802369574815172,0.0022829837959591004,0.06266730531549569,2.325625957881349,0.011976047904191617,0.10177354534181315,-0.0011083830568533323,0.04433227900237064,2.320700192136861,0.011976047904191617,0.0,0.0516,0.14359205185075327,-0.3593513661440817,1.0
sensing,sensing::wired_sensing_13,wired_sensing_13,teenager,Beginning,joint,22,3,0.954252803400906,1.234562388228766,1.1513331309274917,0.06741599946251708,0.012019832417078838,0.03516673008780955,1.5752436154034455,0.07385229540918163,0.014999360011548085,-0.001075974855325234,0.08212821874269652,0.19573461001554796,0.40119760479041916,0.0008402549141277582,-0.003994911307103824,0.05759154841175555,0.08395617681021805,0.4590818363273453,0.21052631578947367,0.1652080002765963,0.10496224249585794,0.4317582631170037,0.25948103792415167
sensing,sensing::wired_sensing_13,wired_sensing_13,teenager,Beginning,expert,11,3,1.0552246387905653,1.2505932072302728,1.1913136749750262,0.04740113084936293,0.002480356801009561,0.030645871912461743,1.465801794664779,0.09181636726546906,0.08391640844091983,0.005786374496456717,0.07103327813312424,1.0999074799566304,0.14171656686626746,0.05169285754532904,0.003795602523337168,0.049652035168516774,0.9646584447028353,0.17165668662674652,0.0,0.15633333333333332,0.21862177350068787,-0.7150858344529962,1.0
sensing,sensing::wired_sensing_13,wired_sensing_13,teenager,Beginning,partner,11,3,0.9492190171929709,1.2566011270171948,1.3228647758838838,-0.052732444243448695,0.00020057463316595304,0.04707396815606264,-1.1244647721459917,0.874251497005988,-0.09406906341986286,-0.0028813405388022433,0.11348431189856178,-0.803527125075834,0.7904191616766467,-0.049992866038888195,-0.0018577834814492206,0.07952749963904479,-0.6052633714867428,0.7485029940119761,0.3333333333333333,0.11353333333333333,0.19412480519267314,1.1322612779023458,0.2714570858283433
sensing,sensing::wired_sensing_13,wired_sensing_13,teenager,End,joint,23,3,0.8846623192498201,1.1864564206102406,1.2977476084177824,-0.09380132794957641,-0.02408764947360944,0.04746634863695874,-1.4686968869074917,0.9201596806387226,-0.09735126167150615,-0.00831455141220917,0.11090183596019285,-0.8028425272531634,0.7744510978043913,-0.051911512320896636,-0.00043094546149050837,0.07720721498048663,-0.6667844044422188,0.7365269461077845,0.24,0.17527761253239513,0.1102345056812569,0.5871336481042485,0.3073852295409182
sensing,sensing::wired_sensing_13,wired_sensing_13,teenager,End,expert,12,3,0.8977683860016628,1.2221559231328796,1.172718743116987,0.04045079607286528,-0.002061638355008257,0.05181349970640632,0.8204895378379009,0.17564870259481039,0.1397999421605527,-0.005244807322823805,0.12069244482600337,1.2017715747864808,0.11976047904191617,0.10046443474151934,-0.0032441497404973084,0.08496668587415594,1.2205793766702788,0.11776447105788423,0.0,0.1174095238095238,0.17492677632697562,-0.6711924056158232,1.0
sensing,sensing::wired_sensing_13,wired_sensing_13,teenager,End,partner,11,3,0.0,1.0780021554671162,1.0139380182871183,0.059428579854961305,-0.011676876632679089,0.08857619649239448,0.8027603273047044,0.2375249500998004,-0.11569569136503781,-0.02303047640101398,0.21885123085938857,-0.42341646697687996,0.6606786427145709,-0.08009449674889646,-0.016346159591528606,0.15335109860288798,-0.41570186153310884,0.6586826347305389,0.3333333333333333,0.10949523809523808,0.1710292905526128,1.3087705299767771,0.20758483033932135
