dataset,conversation_id,video_id,file_number,level,level_label,n_utterances,n_pairs,n_words,n_turns,embedding_dimension,k_used,pairwise_cosine_similarity_mean,pairwise_cosine_similarity_sd,pairwise_cosine_similarity_q10,pairwise_cosine_similarity_median,pairwise_cosine_similarity_q90,centroid_resultant_length,centroid_dispersion_cosine,radial_distance_mean_check,radial_distance_median,radial_distance_q90,pairwise_distance_mean,pairwise_distance_sd,pairwise_distance_q10,pairwise_distance_median,pairwise_distance_q90,pairwise_semantic_span,nearest_neighbor_distance_mean,nearest_neighbor_distance_median,knn_distance_median,maximum_available_rank,numerical_rank,total_variance,spectral_entropy,spectral_entropy_normalized,spectral_effective_rank,participation_ratio,pc1_variance_share,expert_n_utterances,partner_n_utterances,speaker_centroid_cosine_distance,speaker_centroid_euclidean_distance
wired,wired_astro_14,astro,14,2,undergraduate,52,1326,897,17,384,5,0.2601280748743754,0.1889386964565982,0.012701421943209418,0.24385702020446226,0.5114325606020549,0.5237903980857145,0.4762096019142855,0.47620960191428546,0.4189951552689312,0.7392804908223556,0.7398719251256246,0.18893869645659822,0.4885674393979451,0.7561429797955377,0.9872985780567907,0.49873113865884555,0.3883017861136601,0.36890815505774643,0.4804978828568745,51,51,0.7398719251256248,3.444293220928328,0.8760035522078351,31.321138496607272,21.655858705132932,0.1212604251738175,34,15,0.11033260822296143,0.25913333892822266
wired,wired_blockchain_14,blockchain,14,2,undergraduate,23,253,414,7,384,5,0.24400506842765368,0.16394975281996507,0.06779390664408977,0.21036316087522874,0.5079548882487337,0.5261885719764591,0.4738114280235409,0.4738114280235409,0.4620440440786133,0.6740175726524263,0.7559949315723464,0.16394975281996507,0.49204511175126636,0.7896368391247712,0.9322060933559102,0.44016098160464384,0.4813146929418078,0.4909687528381743,0.6572056188351599,22,22,0.7559949315723461,2.842952123535815,0.9197389445256698,17.16636804710167,13.782367129655771,0.16168221170176653,20,3,0.3428347706794739,0.5026516318321228
wired,wired_crispr_14,crispr,14,2,undergraduate,29,406,320,14,384,5,0.19076902643692814,0.17011835178312604,0.044577090594040074,0.1373870791601578,0.44303095627225686,0.4676254299828969,0.5323745700171031,0.5323745700171031,0.5372246045971926,0.6456247335392223,0.8092309735630718,0.17011835178312604,0.5569690437277433,0.8626129208398422,0.95542290940596,0.3984538656782167,0.39096171390620965,0.3963887529253346,0.738235388903288,28,27,0.8092309735630717,2.906764211067727,0.8723246734081435,18.29749583868206,13.56912061303254,0.1795302459954858,11,11,0.2857813239097595,0.41867974400520325
wired,wired_dimension_14,dimension,14,2,undergraduate,99,4851,1290,45,384,5,0.20143772871618185,0.15731182944063068,0.0352353398505431,0.16429413243159388,0.4249490063934306,0.4577160848000704,0.5422839151999296,0.5422839151999296,0.5424385958778137,0.6933610535241939,0.7985622712838181,0.15731182944063068,0.5750509936065694,0.8357058675684061,0.9647646601494569,0.3897136665428875,0.3485452483450787,0.3548299443789824,0.5390555395388912,98,89,0.7985622712838182,3.820307812096863,0.8332246258820957,45.618248008519764,25.12878113865915,0.14482731915963545,55,11,0.207045316696167,0.34693643450737
wired,wired_fractal_14,fractal,14,2,undergraduate,47,1081,747,16,384,5,0.17981213437943205,0.1515855734680663,0.015888944718081527,0.15206973334849783,0.3698675486890852,0.44414292748048295,0.5558570725195171,0.5558570725195171,0.5536043286430661,0.7259863877056831,0.8201878656205679,0.1515855734680663,0.6301324513109148,0.8479302666515022,0.9841110552819184,0.35397860397100367,0.46323041616669325,0.4670790997382288,0.651772275947374,46,46,0.820187865620568,3.4357645966255355,0.8973848007223053,31.055148151779516,23.43716590783529,0.09301210027052982,35,10,0.3280720114707947,0.37907877564430237
wired,wired_gravity_14,gravity,14,2,undergraduate,104,5356,1286,32,384,5,0.19005231503923653,0.13691406891928176,0.046408153803897484,0.16630831233876875,0.3638287469302962,0.4447923937619377,0.5552076062380623,0.5552076062380623,0.563331769110401,0.6989278073793445,0.8099476849607636,0.13691406891928176,0.6361712530697037,0.8336916876612313,0.9535918461961025,0.3174205931263988,0.37930129213083724,0.3932141727997205,0.5474637895933503,103,97,0.8099476849607636,3.925559938800932,0.8469880221195866,50.68144862477949,30.583747163491328,0.11005957518308823,73,10,0.23067402839660645,0.3531564772129059
wired,wired_hacking_14,hacking,14,2,undergraduate,56,1540,1218,19,384,5,0.18852315008285375,0.13673731878741735,0.03464503325868236,0.16872304598027932,0.35936126334504065,0.4505705362283341,0.5494294637716659,0.5494294637716659,0.5422791851091622,0.6563311840407571,0.8114768499171462,0.13673731878741735,0.6406387366549594,0.8312769540197207,0.9653549667413176,0.3247162300863582,0.4339420071195682,0.408014277230644,0.6228631202005698,55,55,0.8114768499171461,3.546852890114762,0.8850905892191252,34.70392837206748,24.00533298874441,0.11876654631454207,41,14,0.20192945003509521,0.3065681457519531
wired,wired_infinity_14,infinity,14,2,undergraduate,92,4186,1353,35,384,5,0.19782219049426988,0.15995929292140157,0.03517503472444136,0.15679399429261393,0.4331419881241365,0.45446838670102946,0.5455316132989705,0.5455316132989705,0.5515361024555552,0.7230016471412944,0.8021778095057301,0.15995929292140157,0.5668580118758635,0.843206005707386,0.9648249652755587,0.39796695339969523,0.36418650312713086,0.3436295510799938,0.5332856779584022,91,90,0.80217780950573,3.788174225874759,0.8397898937889718,44.1756718038863,26.736066290471726,0.11687262763473731,63,14,0.16238802671432495,0.2930062711238861
wired,wired_internet_14,internet,14,2,undergraduate,62,1891,874,32,384,5,0.1438805610905874,0.1265880165019346,0.011363696758637147,0.12026133276556826,0.31065309409830383,0.39710066625166146,0.6028993337483386,0.6028993337483388,0.6071264616741652,0.7215883173852622,0.8561194389094126,0.1265880165019346,0.6893469059016961,0.8797386672344317,0.9886363032413629,0.29928939733966675,0.4600767588157056,0.4319855494618706,0.6557136091662848,61,61,0.8561194389094124,3.6974242282174683,0.8994253655994899,40.34325539553761,29.919717519842376,0.07468928056616246,43,15,0.1782437562942505,0.25537368655204773
wired,wired_laser_14,laser,14,2,undergraduate,64,2016,971,14,384,5,0.17057238360578555,0.1514808783446086,0.019092787490518077,0.1320887680520969,0.3845957587703226,0.4284065710419778,0.5715934289580222,0.5715934289580222,0.5674369460162616,0.7398535573704478,0.8294276163942145,0.1514808783446086,0.6154042412296774,0.8679112319479031,0.980907212509482,0.3655029712798046,0.4227022880091201,0.39075944352900943,0.5936163048634535,63,63,0.8294276163942145,3.61115060281066,0.8715986424018114,37.008610537913015,24.920168010976283,0.10351256586343945,46,10,0.3609763979911804,0.42202261090278625
wired,wired_machine_14,machine,14,2,undergraduate,57,1596,1032,22,384,5,0.18472119053601885,0.13847171420187834,0.03106734904505414,0.16006114164322133,0.3771927796640108,0.44612142690545464,0.5538785730945454,0.5538785730945454,0.514849501688824,0.7520855594531334,0.8152788094639812,0.13847171420187834,0.6228072203359892,0.8399388583567786,0.9689326509549459,0.3461254306189566,0.48006264923699654,0.4801154107888821,0.6543846522750264,56,56,0.8152788094639811,3.6495464820678496,0.9066404037360852,38.45722105415339,28.520629689203993,0.09635433132536712,30,21,0.13705295324325562,0.256242960691452
wired,wired_memory_14,memory,14,2,undergraduate,49,1176,1232,13,384,5,0.276018556811753,0.1806850417063151,0.04991068312747554,0.25932775800533914,0.525697172977615,0.5392528982818643,0.4607471017181357,0.46074710171813565,0.39017050651385776,0.7433093587234849,0.7239814431882471,0.1806850417063151,0.4743028270223851,0.740672241994661,0.9500893168725244,0.4757864898501393,0.4476651408422415,0.41481710809192096,0.49618036157667456,48,48,0.7239814431882471,3.4796224090737073,0.8988482900446575,32.44746789301769,23.125437092697176,0.12337508570842423,37,11,0.13634908199310303,0.302462637424469
wired,wired_moravec_14,moravec,14,2,undergraduate,49,1176,804,19,384,5,0.2401046263879851,0.1649860084318207,0.05622832586041163,0.20692397225793369,0.4847334720829005,0.5055815416302398,0.49441845836976017,0.4944184583697601,0.47599787476635935,0.7047059828137725,0.759895373612015,0.1649860084318207,0.5152665279170995,0.7930760277420663,0.9437716741395883,0.4285051462224888,0.3919549262355674,0.3797404428941964,0.5588496276771011,48,47,0.759895373612015,3.3711158680255977,0.870819122677122,29.110992966838484,20.469821589956958,0.12767457211278915,29,14,0.1432708501815796,0.2989683747291565
wired,wired_nano_14,nano,14,2,undergraduate,86,3655,1010,24,384,5,0.17775411233921898,0.14967228753743594,0.005486597218508722,0.15510225906288752,0.37219880297421615,0.4327991578468574,0.5672008421531426,0.5672008421531427,0.5562359154954404,0.7723858344567736,0.822245887660781,0.14967228753743594,0.6278011970257839,0.8448977409371125,0.9945134027814913,0.3667122057557074,0.4122613648660652,0.3955197083640883,0.5953951557281127,85,83,0.822245887660781,3.8303414635199537,0.8621746885768193,46.07826959634822,29.744735834190305,0.10853035944368664,45,25,0.12981116771697998,0.24817615747451782
wired,wired_neuro_14,neuro,14,2,undergraduate,20,190,295,9,384,5,0.20921167337541552,0.18486819406038568,0.03177407277134294,0.141062289204205,0.4945243678387515,0.49874952602147377,0.5012504739785262,0.5012504739785262,0.44531123022677804,0.6775232001762486,0.7907883266245845,0.18486819406038568,0.5054756321612485,0.858937710795795,0.9682259272286571,0.4627502950674086,0.43788789684947654,0.4226945849769369,0.6566421416380586,19,19,0.7907883266245848,2.658861255941186,0.9030111592578833,14.280018550156845,11.248377268234261,0.19722311266668166,10,5,0.28125476837158203,0.4507535398006439
wired,wired_nuclear_14,nuclear,14,2,undergraduate,117,6786,810,23,384,5,0.18934713486300153,0.14172643377106614,0.03967144916429122,0.1621169039792763,0.3717957824864015,0.44303023805377495,0.556969761946225,0.5569697619462253,0.5563774546115683,0.7020940333069102,0.8106528651369983,0.14172643377106617,0.6282042175135986,0.8378830960207237,0.9603285508357088,0.3321243333221102,0.3621259417753446,0.3542705780739911,0.52361001614332,116,112,0.8106528651369986,3.978549135531355,0.8369566949576224,53.43944456371697,31.426399747777634,0.11259909180684591,64,13,0.2646216154098511,0.36442509293556213
wired,wired_sensing_14,sensing,14,2,undergraduate,63,1953,879,35,384,5,0.20131631067821001,0.17536877706170428,0.025148723051071697,0.1606507201626026,0.4544488476937899,0.46259467091216444,0.5374053290878356,0.5374053290878357,0.5429646955843752,0.718842191552608,0.7986836893217899,0.17536877706170428,0.54555115230621,0.8393492798373974,0.9748512769489283,0.4293001246427183,0.3377614734302243,0.3305984830200257,0.5063412578582553,62,58,0.7986836893217899,3.451845611188925,0.836378292816654,31.558583467857705,19.52567084271609,0.15313567645757514,35,15,0.16198104619979858,0.2958483397960663
wired,wired_sleep_14,sleep,14,2,undergraduate,49,1176,734,22,384,5,0.20853019117179525,0.16920688429589906,0.02562217932568292,0.17031842213190396,0.4538635879154055,0.47400700021193976,0.5259929997880602,0.5259929997880601,0.5382164849452489,0.714004387077958,0.7914698088282047,0.16920688429589906,0.5461364120845945,0.8296815778680959,0.974377820674317,0.4282414085897225,0.3853259324062933,0.3668914555113232,0.5964269985254038,48,47,0.7914698088282051,3.379845385886341,0.873074112236214,29.366230328590024,19.950028834653732,0.14106935305795398,29,9,0.2689617872238159,0.39701542258262634
wired,wired_time_14,time,14,2,undergraduate,61,1830,1089,13,384,5,0.1658026293681688,0.1286656635445265,0.02774886078265345,0.14762871775897987,0.33238466370121555,0.4236484345537443,0.5763515654462557,0.5763515654462557,0.5653451596579872,0.7046925840881798,0.8341973706318312,0.1286656635445265,0.6676153362987846,0.8523712822410201,0.9722511392173466,0.30463580291856207,0.44754551791691916,0.4594389599021528,0.6573663866961097,60,59,0.834197370631831,3.665171607714598,0.8951790822718204,39.06283907248637,28.907910162792724,0.08429741376959843,47,11,0.21272534132003784,0.3201310336589813
wired,wired_zero_14,zero,14,2,undergraduate,115,6555,1022,35,384,5,0.17298473831914365,0.15903588249558415,0.029091830448187132,0.13809902298862842,0.3577800992491744,0.42447164260670944,0.5755283573932906,0.5755283573932904,0.5951739333707522,0.7157047751097917,0.8270152616808564,0.15903588249558415,0.6422199007508259,0.8619009770113716,0.9709081695518128,0.3286882688009869,0.3575553518653567,0.4019290373168204,0.5483878859370916,114,97,0.8270152616808565,3.8494911295150733,0.8127807927516205,46.96915593207988,26.36472821244675,0.12555288763790462,65,12,0.3503763675689697,0.39955589175224304
wired,wired_Talia_15,talia,15,3,graduate,43,903,743,26,384,5,0.19077466885880015,0.18582633945115754,0.010492472632334415,0.13098487711880083,0.4779429704308588,0.4578142228090669,0.5421857771909331,0.5421857771909331,0.5438459294908512,0.7579226643991109,0.8092253311411998,0.18582633945115754,0.5220570295691414,0.8690151228811992,0.9895075273676657,0.4674504977985243,0.4132142484045372,0.38983349114709964,0.6331459198387097,42,40,0.8092253311412,3.2461840635192862,0.8685048158457057,25.6921131509963,17.342065188127915,0.16253670243987073,27,8,0.23353636264801025,0.39511504769325256
wired,wired_astro_15,astro,15,3,graduate,67,2211,1187,29,384,5,0.2022278306643078,0.16413195841325307,0.02183615468403977,0.16525522098616535,0.4644065607212108,0.4627470993618713,0.5372529006381287,0.5372529006381287,0.5216588592669825,0.7626877976966824,0.7977721693356923,0.16413195841325307,0.5355934392787892,0.8347447790138347,0.9781638453159602,0.442570406037171,0.47272489414353785,0.4480213561227474,0.6143718024270604,66,66,0.7977721693356923,3.724521433186191,0.8889805157034822,41.45139073735318,27.28744933188747,0.12072114828358056,34,22,0.1078912615776062,0.2583768367767334
wired,wired_blockchain_15,blockchain,15,3,graduate,36,630,554,13,384,5,0.20753478289030172,0.14271875592951933,0.05591501003475355,0.18231342385580235,0.4023812855556378,0.47911137075610444,0.5208886292438956,0.5208886292438957,0.5131952977346804,0.6741328297403137,0.7924652171096982,0.14271875592951933,0.5976187144443622,0.8176865761441976,0.9440849899652465,0.34646627552088427,0.44891793138650193,0.42424854979793164,0.6511957623206518,35,34,0.7924652171096983,3.2272876547956026,0.9077276258132715,25.21118271949206,19.51800959480231,0.12433908472697443,16,14,0.23368096351623535,0.38247695565223694
wired,wired_crispr_15,crispr,15,3,graduate,41,820,462,12,384,5,0.1811682662164902,0.1430831919239596,0.036452839077466284,0.15379326231730328,0.36065517318627094,0.44848608887960734,0.5515139111203926,0.5515139111203927,0.5773618801627844,0.6729202841820127,0.8188317337835098,0.1430831919239596,0.6393448268137292,0.8462067376826967,0.9635471609225337,0.3242023341088045,0.45458194892256426,0.44426184794570567,0.7135338297643651,40,39,0.8188317337835098,3.311935858782837,0.8978162338943546,27.438190554247953,20.950464394527327,0.11589759595440938,15,22,0.1760258674621582,0.2879333198070526
wired,wired_dimension_15,dimension,15,3,graduate,92,4186,1099,36,384,5,0.20252224769473937,0.16029482626466082,0.04035625759843023,0.16304618140467475,0.43507782807994044,0.4595546584823616,0.5404453415176385,0.5404453415176383,0.5538493871784987,0.7057565910232257,0.7974777523052606,0.16029482626466085,0.5649221719200596,0.8369538185953252,0.9596437424015698,0.39472157048151024,0.35460737621834226,0.3464291631755531,0.5079868002780308,91,86,0.7974777523052605,3.7601843781394653,0.8335849016594549,42.9563454597051,24.549618103426614,0.12698360800031908,53,15,0.1305670142173767,0.2774501442909241
wired,wired_fractal_15,fractal,15,3,graduate,52,1326,1013,27,384,5,0.17629613342785744,0.1710889692568622,-0.001454439789296004,0.13857706575385553,0.4065535204916163,0.43833388233217685,0.5616661176678232,0.5616661176678233,0.5740678609395313,0.7381674992587143,0.8237038665721426,0.1710889692568622,0.5934464795083836,0.8614229342461445,1.001454439789296,0.40800796028091235,0.37431026577809384,0.3624595971177266,0.6308496789486693,51,51,0.8237038665721427,3.392900448641698,0.8629325828701078,29.752121745996273,20.352006114891346,0.11859347987300367,32,15,0.20860570669174194,0.31248921155929565
wired,wired_gravity_15,gravity,15,3,graduate,91,4095,1049,32,384,5,0.21315614391923937,0.1545468787023167,0.04583755071609763,0.17832043766467487,0.43044004060556057,0.4709594246857649,0.5290405753142351,0.5290405753142351,0.48528754470276947,0.7410477059899844,0.7868438560807607,0.1545468787023167,0.5695599593944395,0.8216795623353251,0.9541624492839024,0.3846024898894629,0.39696052322980613,0.3655562879003752,0.5223092177030954,90,88,0.7868438560807604,3.8520930160702553,0.8560568775762308,47.09152347160197,29.51489296905898,0.11265390654928015,46,28,0.10623663663864136,0.24159470200538635
wired,wired_hacking_15,hacking,15,3,graduate,67,2211,1106,22,384,5,0.13382666324048212,0.121754600853585,0.0023468750776409887,0.11649033213899768,0.2859751284759285,0.38308566077396344,0.6169143392260366,0.6169143392260364,0.6062410486805768,0.763656375629509,0.8661733367595179,0.121754600853585,0.7140248715240716,0.8835096678610024,0.997653124922359,0.28362825339828746,0.4824016191483834,0.4862720845061057,0.7027995766882353,66,65,0.8661733367595177,3.7736648588071184,0.9007102234352362,43.53933832767895,32.589521184280265,0.07776238005952056,32,30,0.24807780981063843,0.29541724920272827
wired,wired_infinity_15,infinity,15,3,graduate,68,2278,1025,27,384,5,0.18876850354355415,0.1466364387961105,0.03714637580411939,0.1590268964816961,0.37489314842103777,0.44799372595098147,0.5520062740490186,0.5520062740490187,0.5287158359263824,0.7142608066765186,0.8112314964564459,0.1466364387961105,0.6251068515789623,0.8409731035183039,0.9628536241958807,0.33774677261691843,0.3933891589262135,0.38642065798471065,0.5895286976712587,67,67,0.8112314964564458,3.660249856541278,0.8705154425941014,38.87105384517637,26.50826207967475,0.1017282703176468,43,18,0.21715885400772095,0.3220250904560089
wired,wired_internet_15,internet,15,3,graduate,37,666,654,15,384,5,0.14288747589691633,0.14643932912383126,-0.010800138799231848,0.10984043642292124,0.3421144235735173,0.40749561868939616,0.5925043813106039,0.5925043813106039,0.5741491302248332,0.7844521670007737,0.8571125241030835,0.14643932912383126,0.6578855764264827,0.8901595635770787,1.0108001387992318,0.3529145623727491,0.5178819963741988,0.4793652874903115,0.7047681328140627,36,36,0.8571125241030839,3.3002401274397934,0.9209495426474956,27.119150190963996,21.119109690342807,0.11784896170240033,14,18,0.23037993907928467,0.3267967402935028
wired,wired_laser_15,laser,15,3,graduate,53,1378,755,24,384,5,0.13894717214452337,0.14755830775387824,-0.01135386643369222,0.10185483367595738,0.353932720077627,0.3939460012684244,0.6060539987315756,0.6060539987315756,0.6021532804498816,0.7648470032886621,0.8610528278554765,0.14755830775387824,0.646067279922373,0.8981451663240426,1.0113538664336923,0.3652865865113193,0.45973865765635413,0.4501993375163298,0.6850109587469253,52,51,0.8610528278554767,3.5328593167001285,0.894113238342203,34.2216784718014,23.772834723047687,0.1248067233294128,28,14,0.2122483253479004,0.2993009090423584
wired,wired_machine_15,machine,15,3,graduate,28,378,635,14,384,5,0.1977676780887426,0.11399945890229389,0.054739859831827394,0.19313790720086182,0.3497864309683759,0.4758348793885501,0.5241651206114499,0.5241651206114498,0.5128136058400989,0.6225487522702662,0.8022323219112574,0.11399945890229388,0.6502135690316241,0.8068620927991381,0.9452601401681726,0.29504657113654853,0.5621598386849366,0.5634883524206515,0.7142714624438131,27,27,0.8022323219112572,3.1046593897155286,0.9419942539448038,22.30162151981351,18.65332733271591,0.12118423819461048,10,17,0.235820472240448,0.36179742217063904
wired,wired_memory_15,memory,15,3,graduate,43,903,884,15,384,5,0.22054074436981597,0.1361068206158737,0.06765388709432295,0.19820029138577455,0.40583686510706285,0.4885362870893789,0.5114637129106211,0.5114637129106212,0.4933104622923279,0.679481161219463,0.7794592556301839,0.1361068206158737,0.5941631348929373,0.8017997086142254,0.9323461129056771,0.3381829780127399,0.47948599542948006,0.481913768491564,0.6252623113453717,42,42,0.7794592556301843,3.4271158861303848,0.9169124711735185,30.787719290406258,23.888650810207068,0.10305071638407497,25,14,0.2408524751663208,0.3768843412399292
wired,wired_moravec_15,moravec,15,3,graduate,37,666,776,18,384,5,0.21449436459127086,0.15780727282276097,0.0375000965090914,0.1896265957848769,0.4362771171412815,0.4855144144403383,0.5144855855596617,0.5144855855596617,0.4662943478274383,0.7309916395724924,0.7855056354087292,0.15780727282276097,0.5637228828587185,0.8103734042151232,0.9624999034909085,0.39877702063219,0.4567796128329149,0.41919637225188167,0.614884522592517,36,36,0.7855056354087292,3.2394608230772035,0.9039887548279186,25.519958264641804,19.178603070431148,0.12413136501874263,15,17,0.20433396100997925,0.35267937183380127
wired,wired_nano_15,nano,15,3,graduate,34,561,714,9,384,5,0.27037048635498523,0.1842688133776843,0.06508644255200366,0.2296784911480774,0.5553896712910397,0.5402130856734033,0.4597869143265967,0.45978691432659674,0.3942784264184205,0.7238636766186675,0.7296295136450147,0.1842688133776843,0.44461032870896033,0.7703215088519226,0.9349135574479963,0.490303228739036,0.4395222603303143,0.4051518282668106,0.5418973986643831,33,33,0.7296295136450148,3.122726630238618,0.8930987779499914,22.7082122056651,16.581337254585,0.15849836679717175,18,16,0.18288803100585938,0.3830356001853943
wired,wired_neuro_15,neuro,15,3,graduate,16,120,320,11,384,5,0.21562566612284578,0.1658321148601759,0.025546019675683106,0.18590317992853483,0.4406349814836488,0.5144405329969324,0.4855594670030676,0.4855594670030675,0.45364138273812876,0.6475959145037065,0.7843743338771543,0.1658321148601759,0.5593650185163512,0.8140968200714651,0.9744539803243168,0.4150889618079656,0.469250786309266,0.4387965928363241,0.7056287824825874,15,15,0.7843743338771545,2.501426836068728,0.9237003195327089,12.19988878932699,10.295341488735927,0.17171748416858876,6,9,0.3591267466545105,0.501636803150177
wired,wired_nuclear_15,nuclear,15,3,graduate,97,4656,937,18,384,5,0.17528273151562704,0.13594959374455243,0.030372370181498087,0.15365769813721608,0.34653381842311737,0.4287014945121013,0.5712985054878987,0.5712985054878987,0.57593570019593,0.725984370155539,0.824717268484373,0.13594959374455245,0.6534661815768826,0.8463423018627839,0.9696276298185019,0.3161614482416193,0.4399115257990627,0.42070169734565,0.6035128536990365,96,96,0.8247172684843731,3.9515869244265405,0.8657505428295909,52.01784976684283,33.59835467379431,0.09037999729584759,56,16,0.25318652391433716,0.3401119112968445
wired,wired_sensing_15,sensing,15,3,graduate,61,1830,951,33,384,5,0.1872856205594491,0.15111845771741678,0.027525114551410528,0.15364831841902998,0.3983776145252026,0.44789374533214343,0.5521062546678566,0.5521062546678568,0.5334505880555288,0.6812660003314055,0.8127143794405509,0.15111845771741678,0.6016223854747976,0.84635168158097,0.9724748854485894,0.37085249997379177,0.41617879585146506,0.43383037765721166,0.5849842538147304,60,57,0.8127143794405509,3.552300320560461,0.8676114739675308,34.89349145515639,23.80612205148307,0.12213098929305832,35,15,0.17254704236984253,0.3310437500476837
wired,wired_sleep_15,sleep,15,3,graduate,45,990,939,23,384,5,0.2131305686293172,0.17680359644079816,0.010528353435035855,0.17476272126554657,0.4735924171276743,0.4802255261781803,0.5197744738218197,0.5197744738218197,0.5148557900777824,0.7445374017055395,0.7868694313706828,0.17680359644079816,0.5264075828723258,0.8252372787344535,0.9894716465649641,0.4630640636926383,0.4236867603522704,0.40399291156112893,0.5813748069747116,44,44,0.7868694313706828,3.3479860504580348,0.8847299882779478,28.445388341056397,19.220609883767455,0.14853258649496634,28,10,0.16132521629333496,0.3224208354949951
wired,wired_time_15,time,15,3,graduate,103,5253,1340,51,384,5,0.17518398598769916,0.13422559499515735,0.040185795344589416,0.15010176482614496,0.32938608312107526,0.4280092387482285,0.5719907612517715,0.5719907612517716,0.5466667242940257,0.7104722288150626,0.8248160140123009,0.13422559499515735,0.6706139168789247,0.8498982351738551,0.9598142046554107,0.289200287776486,0.4100782454926503,0.44161448642988754,0.6125047962753583,102,94,0.8248160140123009,3.9643155323038104,0.8571543428141113,52.68419641511691,31.792825520996207,0.11578285394513024,53,24,0.121898353099823,0.2310214787721634
wired,wired_zero_15,zero,15,3,graduate,70,2415,899,34,384,5,0.18785882673798635,0.16947038449375584,0.04040157833567757,0.14439663486714335,0.39122170349582863,0.4466103934066831,0.5533896065933168,0.5533896065933168,0.5633710791473591,0.6967368427932795,0.8121411732620137,0.16947038449375584,0.6087782965041713,0.8556033651328566,0.9595984216643224,0.35082012516015115,0.3603925931299437,0.3520605691994097,0.6040127843541151,69,59,0.8121411732620137,3.4953818825400607,0.8255299857820971,32.96287349561037,19.8198557473172,0.1592046194900676,24,26,0.12049108743667603,0.23511521518230438
wired,wired_Talia_16,talia,16,4,expert,44,946,616,17,384,5,0.2590402931057981,0.16507926204584583,0.0741939546964624,0.2296387046263882,0.4956808569890217,0.5252430736757057,0.47475692632429434,0.4747569263242944,0.4702720760971075,0.6817283479832649,0.7409597068942019,0.1650792620458458,0.5043191430109784,0.7703612953736119,0.9258060453035375,0.42148690229255914,0.4242866702404873,0.38557164934302735,0.5614755804459983,43,43,0.7409597068942018,3.376430291409807,0.8977002519280195,29.266112930090205,21.715176476610445,0.11411201069713228,16,27,0.10130810737609863,0.28710147738456726
wired,wired_astro_16,astro,16,4,expert,42,861,886,14,384,5,0.27234838149322427,0.1682109315110951,0.054406351155550606,0.2645705162731386,0.5082362145775529,0.5382131734072474,0.4617868265927526,0.46178682659275255,0.4164392782996759,0.7234825462700448,0.7276516185067757,0.1682109315110951,0.49176378542244714,0.7354294837268613,0.9455936488444494,0.45382986342200227,0.43300210165781006,0.3796016205978422,0.5102280265272858,41,41,0.7276516185067758,3.3251451820543023,0.8954034343018086,27.8030348513856,19.776655941662717,0.1323876891995193,21,18,0.10243368148803711,0.26208969950675964
wired,wired_blockchain_16,blockchain,16,4,expert,68,2278,1371,17,384,5,0.18751946754000307,0.12368559178407514,0.04687583591164865,0.1692474821882184,0.35348653230622956,0.4466180814347027,0.5533819185652973,0.5533819185652972,0.5599597445638056,0.6770470992504959,0.812480532459997,0.12368559178407512,0.6465134676937705,0.8307525178117816,0.9531241640883514,0.30661069639458094,0.4824668185511041,0.4885042719695907,0.6441456858258117,67,67,0.8124805324599972,3.794556876087575,0.9024576157096598,44.45853140159661,32.25759230930518,0.08094939827101846,21,43,0.19194364547729492,0.3190867602825165
wired,wired_crispr_16,crispr,16,4,expert,98,4753,1972,31,384,5,0.21562958079882116,0.1539711246172678,0.04639698407954379,0.18235935211566648,0.4417600477863549,0.47289889044761807,0.5271011095523819,0.5271011095523819,0.5418430955281892,0.7040323655534823,0.7843704192011789,0.1539711246172678,0.5582399522136451,0.8176406478843335,0.9536030159204563,0.3953630637068112,0.40495691771128856,0.39901813522106455,0.546712542012728,97,96,0.784370419201179,3.886396709093466,0.849539288351917,48.73496351232837,29.595972206343486,0.10662813169661696,38,54,0.11587512493133545,0.2546396851539612
wired,wired_dimension_16,dimension,16,4,expert,95,4465,1332,50,384,5,0.1612655971842555,0.1425151251807001,0.021393149673276515,0.12913431589859353,0.35348535276049947,0.4124249996930226,0.5875750003069774,0.5875750003069774,0.5805047891528285,0.7242331633017351,0.8387344028157445,0.1425151251807001,0.6465146472395005,0.8708656841014064,0.9786068503267235,0.332092203087223,0.40037063699095826,0.40405842728870034,0.576587076932257,94,89,0.8387344028157444,3.8877757309704233,0.8557172530697957,48.8022164541657,28.7049240579097,0.12802419943565022,42,27,0.11640369892120361,0.22352787852287292
wired,wired_fractal_16,fractal,16,4,expert,84,3486,1411,30,384,5,0.17529735207559136,0.13549877893578732,0.04082500252485125,0.15011884319763286,0.33393454279879564,0.43025020713691486,0.5697497928630851,0.569749792863085,0.5765623971345537,0.70550246572679,0.8247026479244086,0.13549877893578732,0.6660654572012044,0.8498811568023672,0.9591749974751487,0.2931095402739443,0.4364702401460013,0.472662962995241,0.6316813737517701,83,79,0.8247026479244086,3.8489409562598484,0.8710295975529827,46.943321865923345,30.28903205421402,0.11173944247733748,28,38,0.18767696619033813,0.30212491750717163
