dataset,conversation_id,video_id,file_number,level,level_label,n_utterances,n_pairs,n_words,n_turns,embedding_dimension,k_used,pairwise_cosine_similarity_mean,pairwise_cosine_similarity_sd,pairwise_cosine_similarity_q10,pairwise_cosine_similarity_median,pairwise_cosine_similarity_q90,centroid_resultant_length,centroid_dispersion_cosine,radial_distance_mean_check,radial_distance_median,radial_distance_q90,pairwise_distance_mean,pairwise_distance_sd,pairwise_distance_q10,pairwise_distance_median,pairwise_distance_q90,pairwise_semantic_span,nearest_neighbor_distance_mean,nearest_neighbor_distance_median,knn_distance_median,maximum_available_rank,numerical_rank,total_variance,spectral_entropy,spectral_entropy_normalized,spectral_effective_rank,participation_ratio,pc1_variance_share,expert_n_utterances,partner_n_utterances,speaker_centroid_cosine_distance,speaker_centroid_euclidean_distance
wired,wired_internet_13,internet,13,1,teenager,53,1378,784,15,384,5,0.1829883305607502,0.1432356970940022,0.024055257345859303,0.15637913636373035,0.38600715376888856,0.4454252407289824,0.5545747592710176,0.5545747592710176,0.5544899305244109,0.7382414413438867,0.8170116694392499,0.1432356970940022,0.6139928462311115,0.8436208636362696,0.9759447426541407,0.36195189642302916,0.42744091547144875,0.41240269518186823,0.6170619220606051,52,52,0.81701166943925,3.5400068482856377,0.8959221704391771,34.46715523097329,25.474321064348004,0.09643126719761673,42,6,0.31714439392089844,0.43924951553344727
wired,wired_laser_13,laser,13,1,teenager,76,2850,1144,26,384,5,0.20382263052256755,0.1566228664808693,0.0333692735479385,0.17132233971979655,0.4231973028690665,0.4629240202689935,0.5370759797310065,0.5370759797310065,0.5181648021512752,0.7303459438554032,0.7961773694774323,0.1566228664808693,0.5768026971309336,0.8286776602802035,0.9666307264520615,0.3898280293211279,0.3993536967007681,0.40561765663404925,0.5653922716784172,75,73,0.7961773694774323,3.700441476633703,0.8570820299497698,40.46516484204127,26.17825617743647,0.11195894976993132,49,16,0.19100940227508545,0.31787022948265076
wired,wired_machine_13,machine,13,1,teenager,65,2080,786,22,384,5,0.151004792641121,0.13935791681230028,0.016653328274120596,0.11787952138785145,0.3393979862834681,0.4050509318218132,0.5949490681781868,0.5949490681781868,0.6115859372776414,0.7042408130278999,0.848995207358879,0.13935791681230028,0.6606020137165319,0.8821204786121486,0.9833466717258794,0.3227446580093475,0.43213830788451935,0.42265531741287277,0.6908563080472533,64,63,0.8489952073588791,3.659421249842588,0.8799048149452657,38.83885837011035,26.35625322077006,0.11548925883336338,27,21,0.23557257652282715,0.32512834668159485
wired,wired_memory_13,memory,13,1,teenager,34,561,659,11,384,5,0.19190256018917068,0.1445395074589176,0.04229249338255654,0.1639616357608264,0.3775596607170285,0.4644029844308849,0.5355970155691151,0.5355970155691151,0.5485194056644482,0.6694245047074389,0.8080974398108294,0.1445395074589176,0.6224403392829715,0.8360383642391735,0.9577075066174434,0.3352671673344719,0.4758175817371137,0.4978271859730131,0.6953980608547106,33,33,0.8080974398108295,3.1727130310132363,0.9073948719511877,23.87216249706336,18.36963588370348,0.13491695410651075,26,7,0.4548085927963257,0.5152134895324707
wired,wired_moravec_13,moravec,13,1,teenager,58,1653,717,28,384,5,0.18247740330862067,0.17114731871051106,0.02740304469078943,0.13652052870544937,0.43149975658714007,0.44336510969285214,0.5566348903071479,0.5566348903071479,0.5343728804951416,0.7408564526637437,0.8175225966913795,0.17114731871051106,0.5685002434128599,0.8634794712945506,0.9725969553092105,0.40409671189635066,0.415519077825085,0.398324130813131,0.576086298005428,57,53,0.8175225966913794,3.470409221714648,0.8583638919754267,32.149896188814886,20.524108829374146,0.15161988809604504,37,6,0.20663577318191528,0.41652712225914
wired,wired_nano_13,nano,13,1,teenager,61,1830,666,21,384,5,0.17609791163590335,0.1502264352871166,0.023777723832518693,0.14283561131249367,0.3720356741451187,0.43543599213711026,0.5645640078628897,0.5645640078628897,0.5784657382852059,0.745864192656683,0.8239020883640966,0.1502264352871166,0.6279643258548814,0.8571643886875063,0.9762222761674814,0.3482579503126,0.40963310662414026,0.4091866268486244,0.6363396371029186,60,58,0.8239020883640968,3.5736730261217495,0.8728315293967908,35.64728639895247,24.656428563326905,0.11249772122377528,39,7,0.3680438995361328,0.4643382430076599
wired,wired_neuro_13,neuro,13,1,teenager,13,78,167,8,384,5,0.209160206101599,0.158379579472035,0.021191811291061922,0.15550338841818895,0.43239013783739183,0.5196095037636206,0.4803904962363794,0.48039049623637947,0.41188341856548194,0.6847662238249791,0.7908397938984009,0.158379579472035,0.5676098621626081,0.8444966115818111,0.978808188708938,0.41119832654632993,0.5724319834223146,0.5285645245584928,0.6940936065955365,12,12,0.7908397938984012,2.366553824171216,0.952371319209564,10.660590638283429,9.625181104942957,0.16537851075287235,6,3,0.6654609441757202,0.7940200567245483
wired,wired_nuclear_13,nuclear,13,1,teenager,58,1653,803,18,384,5,0.180407663771802,0.15367632820295687,0.020543579716085763,0.1446145191028602,0.39327412639644255,0.44106526288131553,0.5589347371186845,0.5589347371186844,0.5692059348397498,0.7283336638012945,0.8195923362281979,0.15367632820295687,0.6067258736035575,0.8553854808971398,0.9794564202839142,0.37273054668035677,0.41818092837122856,0.38407008213530675,0.6228406206806951,57,56,0.819592336228198,3.5336988864135654,0.8740178277052141,34.250422021007594,22.881582275601346,0.12827525142221116,45,4,0.32629555463790894,0.44377046823501587
wired,wired_sensing_13,sensing,13,1,teenager,90,4005,840,67,384,5,0.17539969822413076,0.2058155575829408,0.00909015038850024,0.1161575732771039,0.455153129358995,0.4296067082802807,0.5703932917197193,0.5703932917197192,0.5819668733672982,0.7344351122857604,0.8246003017758692,0.2058155575829408,0.5448468706410049,0.8838424267228961,0.9909098496114997,0.44606297897049485,0.3328379611557472,0.34733153694490343,0.4857347499940167,89,71,0.8246003017758691,3.4538457968361578,0.7694643790096695,31.621769664553007,15.495718312873837,0.20148912507461475,45,15,0.15273165702819824,0.25334638357162476
wired,wired_sleep_13,sleep,13,1,teenager,80,3160,891,38,384,5,0.20836921464476926,0.17761297262146783,0.033416654361942674,0.1453914400836755,0.46653126877817935,0.4671879701594526,0.5328120298405474,0.5328120298405473,0.5324565737573739,0.7342306871178326,0.7916307853552308,0.17761297262146783,0.5334687312218206,0.8546085599163245,0.9665833456380573,0.43311461441623667,0.32133698071954575,0.2973811329769912,0.49284969216901126,79,73,0.7916307853552307,3.646266930295661,0.8344914628599933,38.33130519334094,22.00982242123043,0.15618327708419438,40,12,0.16020435094833374,0.30975160002708435
wired,wired_time_13,time,13,1,teenager,71,2485,975,13,384,5,0.1715106588440073,0.14890543776597198,0.025878940184613446,0.13336784912596497,0.38601338307196004,0.4279947695988245,0.5720052304011756,0.5720052304011757,0.5839787785802936,0.7014203088716202,0.8284893411559927,0.14890543776597195,0.6139866169280399,0.866632150874035,0.9741210598153865,0.36013444288734664,0.3927953697315346,0.36504764371663456,0.6137914013025456,70,70,0.8284893411559925,3.6530613763491786,0.8598482917417698,38.59263195860836,24.86541256391576,0.10936699685071653,58,6,0.3716517686843872,0.4691840410232544
wired,wired_zero_13,zero,13,1,teenager,53,1378,483,16,384,5,0.1839836241530354,0.15315669593808406,0.046491441013729054,0.14089170735492307,0.37411228538352415,0.4465200550326652,0.5534799449673349,0.5534799449673349,0.5230815847886104,0.6641710666283981,0.8160163758469645,0.15315669593808406,0.6258877146164757,0.8591082926450769,0.953508558986271,0.3276208443697952,0.364006169836642,0.3875386665241203,0.5952919916062435,52,46,0.8160163758469646,3.3608715978952532,0.8505857490111672,28.81429441592471,19.746084955776414,0.1437570198081878,27,7,0.2679784297943115,0.41873419284820557
wired,wired_Talia_14,talia,14,2,undergraduate,44,946,830,29,384,5,0.20514758367874716,0.19064946920272308,-0.00044991184640761294,0.14550035792744892,0.4948960248427634,0.47245360758746674,0.5275463924125332,0.5275463924125333,0.5037095477584732,0.79700366008973,0.7948524163212528,0.19064946920272308,0.5051039751572366,0.8544996420725511,1.0004499118464076,0.49534593668917104,0.4146388048717236,0.38575559582540286,0.5373968740000898,43,42,0.794852416321253,3.3101764407061594,0.880085169330525,27.389957749072405,18.618394878746223,0.14564768748089701,29,9,0.2397228479385376,0.36775100231170654
