video_uid,conversation_uid,conversation_id,level_label,trajectory_type,horizon,local_start,local_end,midpoint_time,stage,n_trajectory_turns,path_length,direct_displacement,route_efficiency,excess_path_fraction,directional_persistence,turning_cost,backward_movement,backtracking_fraction,monotonic_progress_fraction,future_alignment,pairwise_coverage,centroid_dispersion,resultant_length,coverage_per_path,mean_step_distance,step_distance_sd,step_distance_cv,normalized_acceleration
astro,astro::wired_astro_12,wired_astro_12,child,joint,3,18,21,0.8863636363636364,End,23,3.2766978556850876,1.0664957621422286,0.3254788232280413,0.6745211767719588,-0.6984070981661968,0.8492035490830985,0.3915058404366294,0.11948182520318885,0.6666666666666666,0.4628412376899899,1.0040809300487954,0.6187989903914255,0.7846509718785458,0.3064307343158631,1.092232618561696,0.04937245538294027,0.045203242005312276,1.842514631220569
astro,astro::wired_astro_12,wired_astro_12,child,joint,3,19,22,0.9318181818181819,End,23,3.546065903111156,1.2383723663240256,0.34922429536279465,0.6507757046372054,-0.5787716944205943,0.7893858472102971,0.1272143879942309,0.035874795187144946,0.6666666666666666,0.3626845619689762,1.1521204385685093,0.7052907513734874,0.6984083533466674,0.3249010227242792,1.1820219677037187,0.08941217895406658,0.07564341560230488,1.7590953516640075
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,0,5,0.11363636363636363,Beginning,23,5.6035079337833595,1.4060821705160396,0.2509289158026917,0.7490710841973083,-0.4711233824614641,0.7355616912307321,0.1403903526183835,0.025054011572282216,0.6,0.4981247356530591,1.241191147307547,0.8085948925377502,0.5867423233101016,0.22150252341474305,1.1207015867566719,0.2167463732197235,0.19340239701720324,1.8019140557472368
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,1,6,0.1590909090909091,Beginning,23,5.963895902227884,1.424938685341997,0.23892749114042955,0.7610725088595705,-0.4600500164857776,0.7300250082428887,0.00873561137798995,0.0014647491373426986,0.8,0.5378995416889233,1.28294613469659,0.8297426375242519,0.5529564899944336,0.21511880081899656,1.192779180445577,0.13022072721042793,0.10917421207987753,1.7248525783184063
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,2,7,0.20454545454545456,Beginning,23,5.817499941170022,1.3320910312923304,0.22897998191030816,0.7710200180896918,-0.5065862015841421,0.7532931007920711,0.1495208701617745,0.025701911761721947,0.8,0.5970284798465352,1.2163516338670892,0.7836209055464072,0.6092163819190988,0.20908494132660968,1.1634999882340042,0.14591599408615644,0.1254112553173569,1.7066802637915381
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,3,8,0.25,Beginning,23,5.471902790252803,1.3319328545489908,0.24341310611759887,0.7565868938824012,-0.4449527068978063,0.7224763534489032,0.1781435045693609,0.032556043372461055,0.6,0.5544498827383733,1.1557365977487286,0.7448626557432401,0.6602601779582151,0.21121292574997177,1.0943805580505606,0.0432810835293925,0.03954847626906847,1.6855194754772682
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,4,9,0.29545454545454547,Beginning,23,5.597093512572424,1.1840848154914034,0.211553516629955,0.788446483370045,-0.43895303265615415,0.7194765163280771,0.4088834454104757,0.07305281651843493,0.6,0.5102490722064534,1.1412985164139242,0.7353511036263409,0.672009438108309,0.2039091385288261,1.1194187025144848,0.08506970420865707,0.07599453539374496,1.6761628899231817
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,5,10,0.3409090909090909,Middle,23,5.354395625208374,1.0873449507360038,0.20307519780884478,0.7969248021911552,-0.4231765827931603,0.7115882913965801,0.4466595217285827,0.08341922282054014,0.6,0.5160610845049441,1.140184668465719,0.7364792468944686,0.6693057745888364,0.2129436725029722,1.070879125041675,0.14837309812686658,0.13855261033414243,1.7305040294168061
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,6,11,0.3863636363636364,Middle,23,5.251620116170284,1.1502061660480127,0.21901930082612192,0.7809806991738781,-0.41557782871840243,0.7077889143592012,0.5368061196419516,0.10221724111176088,0.6,0.49821800744924066,1.1356582294097073,0.7337647275939149,0.6706033525680534,0.21624912013587913,1.0503240232340567,0.14604311661585637,0.1390457738614551,1.6932430341546514
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,7,12,0.4318181818181819,Middle,23,5.281695727517216,1.2740478531855721,0.24121947172153135,0.7587805282784686,-0.44813435275699387,0.7240671763784969,0.1611185068237495,0.03050507169209594,0.6,0.47446894677069384,1.126537103080556,0.7267908621561362,0.677691529659655,0.21329079924301336,1.0563391455034432,0.1457394789329096,0.1379665607899547,1.6959597787768514
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,8,13,0.47727272727272724,Middle,23,5.127786505747853,1.2768818102343031,0.24901228021155272,0.7509877197884472,-0.41875002284298013,0.7093750114214901,0.11187712162161256,0.021817819734929866,0.8,0.5640020159018289,1.1019171522962654,0.7095264519463521,0.6936096658740326,0.2148913865780296,1.0255573011495707,0.1501693715680899,0.14642709032421847,1.6499761456853674
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,9,14,0.5227272727272727,Middle,23,4.960213998549612,1.0412326510969874,0.2099168808848667,0.7900831191151333,-0.4516048996641256,0.7258024498320628,0.17668013563963791,0.035619458291779336,0.6,0.47392338393630695,1.0286382035720931,0.6642984496138759,0.7444628433110068,0.20737778730370732,0.9920427997099225,0.10107592832407387,0.10188666089167615,1.712335681142748
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,10,15,0.5681818181818181,Middle,23,5.127241387675337,1.142960380613947,0.2229191672858139,0.777080832714186,-0.3886152391925388,0.6943076195962694,0.1363985269029373,0.026602712177898776,0.8,0.5428464220273574,1.0882995847391659,0.7035380331330368,0.7098803052005862,0.21225830860142025,1.0254482775350673,0.05736753052828629,0.05594385576051103,1.6744836273204908
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,11,16,0.6136363636363636,Middle,23,5.303715449805532,1.2709393151227633,0.23963188205531727,0.7603681179446827,-0.35804404347869256,0.6790220217393463,0.0921330184209832,0.017371410531528683,0.4,0.49537895989537717,1.155506539569435,0.7462287132173496,0.6616208391240489,0.21786737062068504,1.0607430899611063,0.09113636118288287,0.08591746865513357,1.6205612513135124
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,12,17,0.6590909090909091,Middle,23,5.299739306950187,1.034508860926195,0.19519995249002509,0.8048000475099749,-0.3981414305398932,0.6990707152699466,0.303617271762454,0.05728909559084993,0.6,0.5375957933896675,1.116326514065355,0.7198034094767946,0.6870843843495892,0.21063800489231266,1.0599478613900373,0.09114795351383989,0.08599286515310914,1.6977785823381435
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,13,18,0.7045454545454546,End,23,5.305021905431512,0.9485330289547982,0.17879907865859118,0.8212009213414089,-0.3046169441001426,0.6523084720500714,0.5009576276652462,0.09443083112481478,0.4,0.5582977284414765,1.0999625894691498,0.7086250004644423,0.6959816092494315,0.20734364703432429,1.0610043810863024,0.08980349313884316,0.0846400775903474,1.628378827351218
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,14,19,0.75,End,23,5.229378151387235,0.8912121249625139,0.1704241114645908,0.8295758885354092,-0.3222053293060337,0.6611026646530168,0.3863866023791577,0.07388767673583868,0.6,0.5250788496753623,1.0950723760463343,0.7061383937996325,0.7003736503915068,0.20940776213627554,1.045875630277447,0.08675837147588031,0.08295285688305529,1.6384945380316154
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,15,20,0.7954545454545454,End,23,5.329881273124826,1.1187175734062373,0.20989540218226113,0.7901045978177389,-0.4194089728142628,0.7097044864071314,0.4070752626829741,0.07637604701170243,0.6,0.5128820819690542,1.1032688156619452,0.7107187590750973,0.695240818347612,0.2069968840065955,1.0659762546249651,0.08270889694467436,0.07758981176721731,1.651129073508139
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,16,21,0.8409090909090908,End,23,5.281710365637128,1.3754026937660815,0.2604085795227372,0.7395914204772628,-0.45316391442524345,0.7265819572126218,0.3915058404366294,0.07412482194854363,0.8,0.5605846169311838,1.1036746980074692,0.7127887558372397,0.6916489321212068,0.20896160932791585,1.0563420731274256,0.0677042341750963,0.06409309625872414,1.681974152181368
astro,astro::wired_astro_12,wired_astro_12,child,joint,5,17,22,0.8863636363636364,End,23,5.527436974413382,1.286368541323234,0.23272423498953676,0.7672757650104632,-0.5605811694640633,0.7802905847320316,0.23255996044463711,0.042073742590130275,0.6,0.46850754401255823,1.1083411093187594,0.7154615184194907,0.6894754055638925,0.20051628167798077,1.1054873948826764,0.11963449340485917,0.10821877658546779,1.7560749355423206
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,0,3,0.18181818181818182,Beginning,11,3.2046976603305057,1.1836747041669797,0.3693561232996018,0.6306438767003981,-0.24782774106337646,0.6239138705316882,0.029915843139275866,0.009334997029389223,0.6666666666666666,0.6841940386973833,1.160508878643031,0.7118804688424664,0.6949375534579244,0.3621274147038713,1.068232553443502,0.20262575845165665,0.18968319004928488,1.5567227561582853
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,1,4,0.27272727272727276,Beginning,11,2.9381761082914775,1.1138704114783107,0.37910267132558506,0.6208973286744149,-0.3087877933816293,0.6543938966908147,0.05802236486182322,0.0197477491897389,0.6666666666666666,0.5218066356467993,1.0484848093283567,0.6416806329312729,0.7639228816688279,0.3568488649708751,0.9793920360971592,0.0825256758288426,0.08426214711496363,1.5794904815575506
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,2,5,0.36363636363636365,Middle,11,2.7701880643907297,0.9426394067063038,0.34027993219067826,0.6597200678093218,-0.49248384670026046,0.7462419233501303,0.019222619563096455,0.006939102731035787,0.6666666666666666,0.5571605467698134,0.9499935477100886,0.5832163969414468,0.8114745930664462,0.34293467650147735,0.9233960214635766,0.11723661231493775,0.12696244037213686,1.8070102567431183
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,3,6,0.4545454545454546,Middle,11,2.9204870650981,1.2800212670586106,0.43829033942857554,0.5617096605714245,-0.5045417247222439,0.752270862361122,0.08803853092419422,0.03014515351782152,0.6666666666666666,0.5354755252300197,1.0176732136696305,0.6215230285912932,0.7769774226337703,0.34846009962911667,0.9734956883660333,0.12065343015194183,0.12393833028110575,1.6649027858216647
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,4,7,0.5454545454545454,Middle,11,3.001950385143098,1.155462827830288,0.3849040389037639,0.6150959610962361,-0.5051697688714089,0.7525848844357044,0.07731738083275541,0.02575571575579848,0.6666666666666666,0.40536472883465813,1.0314203715888706,0.6315414525906354,0.7714427066670989,0.3435834171988503,1.0006501283810327,0.14830714452386753,0.1482107884838989,1.7516020423935437
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,5,8,0.6363636363636362,Middle,11,3.1702117968292383,1.0279595989928685,0.32425581155839694,0.6757441884416031,-0.6107419258792646,0.8053709629396323,0.1352639495635567,0.04266716491902658,0.6666666666666666,0.5684853966170986,1.020682401289861,0.6252554707030122,0.7781571295880028,0.3219603189637741,1.056737265609746,0.07996303902726248,0.07566974462769907,1.840352137251603
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,6,9,0.7272727272727273,End,11,3.172273755158675,1.1211937786851671,0.3534353795481581,0.6465646204518418,-0.5686586612141058,0.7843293306070529,0.0,0.0,1.0,0.5510676147864179,1.033961903457971,0.6332924563651452,0.7712631110017273,0.3259371615632375,1.0574245850528916,0.07975352954486209,0.07542242791798989,1.7377251946110681
astro,astro::wired_astro_12,wired_astro_12,child,expert,3,7,10,0.8181818181818182,End,11,2.7702138890153725,1.0367627017063143,0.3742536653279198,0.6257463346720802,-0.3546991672757859,0.6773495836378929,0.06398726493082396,0.023098312077832805,0.6666666666666666,0.6042653461094625,0.9965912542189859,0.6129260695962484,0.7892283660462205,0.35975245744407414,0.9234046296717908,0.11624897605440146,0.1258916972245637,1.702334106358317
astro,astro::wired_astro_12,wired_astro_12,child,expert,5,0,5,0.27272727272727276,Beginning,11,5.0934772709127385,1.337419144557033,0.26257487241468946,0.7374251275853105,-0.37015579388181846,0.6850778969409093,0.019222619563096455,0.0037739678692336265,0.8,0.622752582235174,1.1160788891225677,0.7200097687711696,0.6842634127165771,0.2191192440371034,1.0186954541825477,0.1898235293809035,0.1863398217804235,1.6351933214958871
astro,astro::wired_astro_12,wired_astro_12,child,expert,5,1,6,0.3636363636363637,Middle,11,4.775369019633655,1.178231091309117,0.24673089900799028,0.7532691009920097,-0.4066647590519366,0.7033323795259683,0.1898287066736879,0.03975163089872596,0.4,0.5217918887172945,1.0573241657298444,0.6834695086948286,0.725540249944513,0.22141203357954473,0.955073803926731,0.10045395039674607,0.10517925419348267,1.6583619345703113
astro,astro::wired_astro_12,wired_astro_12,child,expert,5,2,7,0.45454545454545453,Middle,11,4.966652992707517,1.1864392457162811,0.23888104271796662,0.7611189572820334,-0.49882680778583466,0.7494134038929173,0.07731738083275541,0.015567300744843597,0.8,0.4811813817694971,1.0639925449129992,0.6868535698623509,0.7217527933961567,0.21422727669423414,0.9933305985415034,0.1317313642608617,0.1326158324874734,1.7221491492548135
astro,astro::wired_astro_12,wired_astro_12,child,expert,5,3,8,0.5454545454545454,Middle,11,5.0589914074114715,1.2560381775525709,0.24827837732882146,0.7517216226711785,-0.5576418253007542,0.7788209126503771,0.14039911240463765,0.027752391948907364,0.6,0.5665630902814529,1.0537086715225177,0.6814355481001978,0.7279621365378356,0.20828433706742894,1.0117982814822943,0.12076211416197209,0.11935394274939311,1.7619838035308488
astro,astro::wired_astro_12,wired_astro_12,child,expert,5,4,9,0.6363636363636364,Middle,11,5.009466666500853,0.9862420297505298,0.19687565471703727,0.8031243452829627,-0.5369142150427574,0.7684571075213786,0.13495174893463724,0.026939344628657238,0.6,0.516864355879042,1.0214899589129085,0.6606000758583751,0.7491056223871733,0.20391191855687626,1.0018933333001707,0.11644567141211978,0.11622561758002262,1.7917347247012223
astro,astro::wired_astro_12,wired_astro_12,child,expert,5,5,10,0.7272727272727272,End,11,4.966678817332159,1.0699267686344838,0.21542097002543698,0.784579029974563,-0.4827205465775252,0.7413602732887626,0.17851699919956876,0.03594293204074323,0.6,0.5889331885996097,1.037550617138788,0.672381458817186,0.7393516726802161,0.2089022977523854,0.9933357634664318,0.13120240330915955,0.13208263321890687,1.7701526561701275
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,0,3,0.13636363636363635,Beginning,12,3.87395899715251,1.3723498129819773,0.3542499582444472,0.6457500417555528,-0.44101704549056314,0.7205085227452815,0.06132448373800936,0.01582992586733234,0.6666666666666666,0.47300695981959473,1.335992471545035,0.8186350753499348,0.5733014402279994,0.34486489726066655,1.2913196657175032,0.0709494175499841,0.05494334163226894,1.717525475865142
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,1,4,0.22727272727272727,Beginning,12,4.003719727233085,1.3720154627236036,0.34268519182080326,0.6573148081791967,-0.528737331600548,0.764368665800274,0.1781435045693609,0.04449449929215535,0.6666666666666666,0.5359394384704914,1.3254312447913483,0.8113958168969204,0.5815712204363014,0.33104995731240544,1.3345732424110281,0.012070807265952417,0.00904469450035234,1.746442300923976
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,2,5,0.3181818181818182,Beginning,12,4.026030286755127,1.249581511796552,0.310375586569092,0.689624413430908,-0.5578781194674315,0.7789390597337158,0.12324749250530975,0.030612659052956095,0.3333333333333333,0.4537416790575511,1.2973259148541756,0.794528761708691,0.6053696700368896,0.3222345145097718,1.3420100955850423,0.022214459615501267,0.016553124070066694,1.7576424800976636
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,3,6,0.40909090909090906,Middle,12,3.875058636096572,1.384533588896727,0.3572935841537089,0.6427064158462912,-0.4660725928670001,0.7330362964335,0.0,0.0,1.0,0.5597144420510669,1.3299553926182408,0.815087914163225,0.5787021930195664,0.34320910146483175,1.2916862120321906,0.08110524508260586,0.06279020734842729,1.7404983871782276
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,4,7,0.5,Middle,12,3.747527156788809,1.3633078610354075,0.36378865422381684,0.6362113457761831,-0.539134163796765,0.7695670818983825,0.17668013563963791,0.04714579194431564,0.6666666666666666,0.5708459821082521,1.2471532186219625,0.7635830138770265,0.6406337387763379,0.3327936440334235,1.2491757189296029,0.08759408972000768,0.0701215116437466,1.7287441343339967
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,5,8,0.5909090909090908,Middle,12,3.7377704860306937,1.4284746290480328,0.3821729114686745,0.6178270885313255,-0.5716892109540053,0.7858446054770026,0.08926653790979788,0.02388229513915233,0.6666666666666666,0.45139074583195626,1.2428601304010087,0.7617513272417964,0.6434633693297875,0.33251376323024523,1.2459234953435645,0.08300350720316793,0.06662006737442545,1.7534445654339368
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,6,9,0.6818181818181818,End,12,4.006352997496804,1.1439696373566108,0.28553890235617546,0.7144610976438246,-0.6319507413117254,0.8159753706558627,0.45911400351376075,0.11459649307003607,0.6666666666666666,0.41903855258664036,1.2357508472656076,0.7575978334430032,0.6472915889056583,0.3084478197596949,1.3354509991656014,0.10620078184292982,0.07952428199109123,1.818587537572614
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,7,10,0.7727272727272728,End,12,3.731157344971629,1.1109095865838174,0.29773860597998036,0.7022613940200196,-0.5848822855270702,0.7924411427635352,0.24437055053443602,0.06549457123907332,0.6666666666666666,0.5570395723770851,1.1979539536299972,0.7336148327892782,0.6682741197744412,0.32106765887116623,1.243719114990543,0.23258921428665574,0.1870110473363789,1.8681965881981768
astro,astro::wired_astro_12,wired_astro_12,child,partner,3,8,11,0.8636363636363636,End,12,3.7336717657461387,1.1827386278788259,0.3167762733536559,0.6832237266463441,-0.3618582394847089,0.6809291197423545,0.20897548589481452,0.055970502766745686,0.6666666666666666,0.521467738392756,1.2772341074194762,0.788339950823359,0.6132806748186442,0.34208526821699153,1.244557255248713,0.23302192393740934,0.18723278736649374,1.5582921332489128
astro,astro::wired_astro_12,wired_astro_12,child,partner,5,0,5,0.22727272727272727,Beginning,12,6.568109488095147,1.3806137043045075,0.21019955693596495,0.7898004430640351,-0.4994475824789973,0.7497237912394986,0.15785022386864456,0.024032824689471422,0.4,0.49118183702825285,1.3296709160721458,0.8588552086013929,0.5107436040595623,0.20244347608428356,1.3136218976190295,0.06349550117649345,0.04833620792374164,1.7419960737450213
astro,astro::wired_astro_12,wired_astro_12,child,partner,5,1,6,0.3181818181818182,Beginning,12,6.55745687668888,1.2981872862519583,0.19797115111300048,0.8020288488869995,-0.49740496223377406,0.748702481116887,0.14596084685342015,0.02225875817381228,0.8,0.5506868508028793,1.320837087571761,0.8527337748492599,0.5199408965198281,0.20142520376568668,1.311491375337776,0.06760135451172437,0.051545405317144063,1.7456969291280928
astro,astro::wired_astro_12,wired_astro_12,child,partner,5,2,7,0.4090909090909091,Middle,12,6.400728439242073,1.192581085001649,0.1863195878909785,0.8136804121090215,-0.5485061416320982,0.7742530708160491,0.34740691167339643,0.054276152311584995,0.4,0.5144180016372556,1.2666246880530716,0.8183115464066492,0.571994431258728,0.1978875842142517,1.2801456878484145,0.07780418358822909,0.06077760080495002,1.7647519311517699
astro,astro::wired_astro_12,wired_astro_12,child,partner,5,3,8,0.5,Middle,12,6.4319209769733305,1.3526501469111467,0.2103026687911305,0.7896973312088695,-0.5188809019105027,0.7594404509552514,0.16509102004668397,0.02566745154950129,0.4,0.5124941880762591,1.3080699060812622,0.8452292441582849,0.531716723158329,0.20337157604458017,1.2863841953946662,0.08279283867167708,0.0643608954215082,1.7229827474983102
astro,astro::wired_astro_12,wired_astro_12,child,partner,5,4,9,0.5909090909090909,Middle,12,6.5600901469526,1.3543009017907612,0.2064454712440016,0.7935545287559984,-0.5855424525542452,0.7927712262771226,0.5769237655917375,0.08794448744881037,0.6,0.5191045863186289,1.2581358850747486,0.8123640299345914,0.575414658533636,0.19178637135942384,1.31201802939052,0.10617994803519831,0.08092872632590481,1.7485048368980187
